"SYMBOL","log2FC","pVal","pAdj","sdSF","sdGC","sTat"
"ANAC001",-0.145035080153193,0.35712528282648,0.576698423193656,37.90027,81.77627,-0.920856632756054
"ARV1",0.161055444596414,0.382680204393528,0.60165044375152,21.505748,9.692679,0.872968578913113
"NGA3",1.0893958970019,0.00867088157487011,0.0437016205424193,24.10175,18.00579,2.62476489637943
"ASU1",-0.0719109278105096,0.604274046739593,0.783029967176066,121.11552,177.13972,-0.518264057403009
"ATPPA1",-0.0737216845366237,0.425479680779298,0.641348862741978,62.06813,37.31585,-0.796950671068389
"LHY",0.992670449408029,1.36986958292438e-07,6.4220262491793e-06,103.1181,24.04748,5.26924375048176
"UMAMIT28",-0.904365283901805,0.000321939742395111,0.00329756855114037,18.93963,27.37031,-3.59697473302784
"PDH-E1",0.222675732855703,0.0913617543772275,0.242365048066691,131.50355,97.56644,1.68825778853221
"RPP1.1",0.199450545833541,0.192355540047014,0.394052361959203,136.3556,132.5536,1.30364239098392
"IQD18",0.347071828017015,0.0926710081003757,0.244856574625967,38.998627,15.150726,1.68147335284154
"KCS1",-0.0968126806781009,0.553816775685358,0.746042483099046,222.5241,300.4535,-0.59205049503586
"CIPK9",-0.370292532496939,0.0065050280941725,0.0352375553902971,32.73126,57.82343,-2.72117517079891
"GIF2",-0.155909925672548,0.173992850933444,0.36930624459423,32.34246,44.24495,-1.35948532075402
"CYP78A8",-1.60759327991218,8.40579580705013e-07,2.78497603856186e-05,21.452539,35.115782,-4.92570214854608
"ATRAB-A3",0.227730046549432,0.458372434114995,0.669254404190322,12.610967,6.282455,0.741529529313273
"ATFKGP",0.280594741668129,0.00694691512761223,0.0369507596326072,24.60504,16.46145,2.69937833588381
"ATORM1",-0.0633740429734158,0.620744960351422,0.79411327055066,36.92418,66.03748,-0.494794821224521
"BHLH013",0.283972642817207,0.00833915304046458,0.0425107737759453,39.45084,15.21772,2.63802054123392
"CNX3",-0.384325254839076,0.0424693260147313,0.141925991511567,10.38874,24.91994,-2.02889166400004
"REC1",1.63030955376864,2.6763364993624e-07,1.09701375201299e-05,1414.4561,583.2275,5.14492083359858
"ACBK1",-0.512479932112791,0.00582325060966082,0.0323872864719344,17.98867,48.3577,-2.75757133432276
"PYL9",-0.0884512210308884,0.659866265725162,0.818743254643933,66.21734,86.24198,-0.44009781316855
"CENH3",0.38715687163999,0.227478994378181,0.436505595393512,7.198477,12.250366,1.20687835559032
"ETC1",0.670199968999775,0.0954298322945603,0.249470536867561,12.449617,3.640917,1.66742547260838
"UGT72B3",0.620145081622854,0.0327826088623587,0.117561542063079,30.267369,18.301934,2.13473565457457
"MOAT3",0.221557952109692,0.0934909833978765,0.246096577007436,142.3535,143.71045,1.67726341438929
"ATPIPK11",-1.89685544253713,0.151122623748483,0.337725450486454,1.32304,3.097884,-1.43557741991935
"ATLEA14",-0.178664945058036,0.282816205367693,0.501857367260011,279.91471,299.47209,-1.07401444962366
"ACS2",-0.170762692347153,0.590957919165052,0.773719026905786,13.498178,15.197104,-0.537448399179582
"AN",0.200746242646137,0.185438838651964,0.385114330487716,55.41767,74.76886,1.32419335057211
"ASG4",0.991779654756127,0.303118902959062,0.523822071955571,2.899563,3.150682,1.02976804859304
"BPS1",-0.327217263937236,0.000262240253595931,0.00280001015815038,223.3117,192.3066,-3.65000005411247
"ATMPK11",0.15068268023787,0.617918428768379,0.791984774577834,11.367038,6.256598,0.498802638275002
"ATFRO2",-0.656156512761263,0.115292871344127,0.28320615267911,46.705528,45.721739,-1.57484220698616
"CYP86A4",-0.159577471842032,0.617188421767827,0.791506319247093,14.84132,13.91064,-0.499839035902294
"ATGPAT4",0.341625289308733,0.13823560088334,0.317725117195046,158.9345,168.2191,1.48239358127436
"PIP1;3",-0.0380519433347617,0.888385982811873,0.948302733723236,2794.276,3565.766,-0.14034680803234
"ATSPPL4",0.196738227730722,0.249906969583308,0.463526790691961,112.1105,78.89704,1.15057537239684
"ATPRD3",0.182632246580673,0.426648402845044,0.642190976308877,16.463951,8.503515,0.794940003471449
"TRM33",0.00778417655251253,0.992864343744886,1,1.880174,4.236546,0.00894333808173685
"ATROPGEF2",-0.278835755916927,0.457393158851167,0.66828492389308,2.840535,2.903909,-0.743146220614811
"ANAC002",0.681462288849396,0.0156395035898989,0.0681330443262734,1856.6744,790.6544,2.41722134418274
"BSK4",0.449802472408952,0.252185335716128,0.466072954261416,116.49982,72.90661,1.14505750845683
"ADF11",0.0616474024450034,0.87919408348569,0.943928005074041,18.53817,25.13095,0.151990937436191
"ATTAD1",0.307373612991095,0.185575659735144,0.385240830387791,15.12507,17.07211,1.32378138625638
"PLIM2B",-0.175409432288301,0.226954924350243,0.435897254356218,70.88434,52.37747,-1.20824009245935
"ATKEA1",1.00945888188817,0.000791760237933047,0.00676120035040245,174.05525,67.54688,3.35565936601591
"PEX11C",-0.269914193481437,0.0440205771040763,0.145763875486603,70.71332,85.76536,-2.01389482392889
"PFC1",0.837092268483648,1.70346904827534e-05,0.000309902904077051,28.68043,10.67136,4.30058618295141
"ATGEN1",-0.0190376231788117,0.952871122324431,0.979953678881296,6.434574,5.082066,-0.0591016777550724
"ATSBT1.1",0.494168221645323,0.0586343308340045,0.178320744292149,9.714399,11.569304,1.89092519341909
