	logFC	AveExpr	t	P.Value	adj.P.Val	B
YPR191W	-0.636586648763318	8.61468577142433	-2.92800929446898	0.0238824548502688	0.0503338792028804	-4.37847886180132
YDR365C	0.843432086422816	8.50589930213743	2.92612788995326	0.0239440077639529	0.0504478313001071	-4.3812080805863
YDR130C	0.836475147387944	6.66604346573736	2.92566693305422	0.023959114456634	0.0504638848242854	-4.38187679574469
YPL102C	-0.553764207077888	4.29827814901284	-2.9245635856536	0.0239953151977533	0.0505243437778373	-4.38347749435225
YJR094W-A	-0.74730619883222	13.334008144987	-2.92407367806441	0.0240114077372391	0.0505424385224833	-4.38418826286652
YPL229W	0.905849819954887	7.84316878994534	2.92224533786467	0.0240715670363293	0.0506532506477863	-4.38684100660094
YGR060W	0.868316835047912	12.8435072088534	2.9212821441229	0.0241033244178835	0.0507042467467338	-4.3882386008533
YKR035W-A	-0.900679039438364	7.43546383954822	-2.92084530158891	0.0241177422506601	0.0507187465739311	-4.38887248073106
YPL198W	-0.466739754434071	12.7880287896317	-2.91371529425108	0.0243543709099793	0.0511939858092909	-4.39922033810337
YJL043W	1.55007138122171	4.28294063842986	2.91314235223747	0.0243734927597226	0.0511939858092909	-4.40005200704817
YDR332W	0.842328640871178	6.86332309886091	2.91282682410142	0.0243840302993663	0.0511939858092909	-4.40051002975392
YDR324C	-0.67087337087659	6.18367836444681	-2.9127746702674	0.0243857725235254	0.0511939858092909	-4.40058573725659
YLR366W	-1.69489884986315	1.91363068105512	-2.91263081251562	0.0243905788498697	0.0511939858092909	-4.40079456488418
YML079W	-0.635963206289229	7.50914337986349	-2.91260205082182	0.0243915399070264	0.0511939858092909	-4.40083631627146
YBR292C	1.25332331049875	5.70823538159969	2.91244176540322	0.0243968965014009	0.0511939858092909	-4.40106899270669
YNR014W	-0.909607205273069	6.92260510778454	-2.91142489566596	0.0244309086157243	0.051249400582005	-4.40254516054545
YKL213C	0.627994754699296	9.48597861171312	2.91101925991176	0.0244444903706143	0.0512619368693032	-4.40313403290032
YOL095C	-0.62815752321035	5.61343447342268	-2.91009879080776	0.0244753399831342	0.0513106660921694	-4.40447034428595
YHR136C	-0.62661239168623	8.98008931648052	-2.90870190246961	0.0245222361801754	0.0513929949795965	-4.4064984179014
YDL048C	-0.417951029500742	8.40062808371119	-2.90765594812648	0.0245574135919485	0.0514507204257796	-4.4080170743448
YBR156C	-0.72639611867912	5.15015994730387	-2.90532928001178	0.0246358569471768	0.0515990291559886	-4.41139550764589
YJR034W	-0.627045491701351	8.29355838617879	-2.90476009742305	0.0246550875221637	0.0516232649578699	-4.41222204353075
YMR138W	-0.63786225669352	7.92056550830157	-2.90266193317356	0.0247261150952176	0.0517440136969759	-4.41526907110042
YBLWDELTA10	0.658504265447069	11.3313976754973	2.90245851358773	0.0247330128967002	0.0517440136969759	-4.41556449983692
YGRWDELTA31	0.645589042122435	9.0213826471295	2.90237668705129	0.0247357881500974	0.0517440136969759	-4.41568333829117
YEL034W	-0.981384727936968	12.5055672092863	-2.90137217925789	0.0247698844051955	0.051799261834011	-4.4171422432337
YMR163C	-0.488418866973054	5.00638846473404	-2.90104782851726	0.0247809046206754	0.0518062336052581	-4.41761333102472
YIR021W	-0.638751386961381	8.46903420964134	-2.90073218279346	0.0247916340909025	0.0518125934178861	-4.41807178236664
YKL134C	-0.711280608790287	6.17169142497726	-2.89986760931449	0.0248210481519836	0.0518579865295628	-4.41932754340823
YGL040C	0.692305509897984	9.7006042564117	2.89916268220051	0.0248450583406459	0.0518920648329573	-4.42035146081407
YGL257C	-0.910234757393746	7.27654637638991	-2.89777995890607	0.0248922265629144	0.0519744755371882	-4.42235998336788
YLR304C	-0.447346408709794	10.6026476848449	-2.89725106293661	0.0249102937846352	0.0519960917028309	-4.42312828300683
YOR132W	0.654596977808993	9.01911992814919	2.89458190162683	0.0250016865192736	0.0521707019008992	-4.42700591657504
YGR153W	-2.52421458360808	3.94617077537558	-2.8943095306508	0.0250110326417538	0.0521740513789603	-4.42740163086762
YLR056W	0.494660543632383	12.6088091024669	2.89280332356289	0.0250627838177754	0.052265830115039	-4.4295900124463
YCR035C	-0.5262031197822	7.91129473002956	-2.89171913149716	0.0251001057712389	0.0523274707386794	-4.43116533667585
YLL017W	1.06151824247934	2.09109407135594	2.89135886941658	0.0251125204474623	0.0523371638268077	-4.43168881221476
YGR079W	0.634741086174142	9.50338185534765	2.88553822096201	0.0253140100837176	0.0527407814418104	-4.44014762198379
YFR031C	0.646841709714682	8.39784412588545	2.88510144543746	0.0253291989727762	0.0527561189976859	-4.44078245083771
YAR002W	-0.9016864630177	8.80779379298254	-2.88466402402837	0.0253444200527194	0.0527715141042103	-4.44141823075259
YDR477W	-0.395641371162347	8.10902123753371	-2.88377965861559	0.0253752233438372	0.052819334569939	-4.44270366897071
YGR250C	0.553076160345652	8.60094770457416	2.88353986568806	0.0253835824309856	0.052820421606929	-4.44305222019156
TG(GCC)O1	1.41916316541307	8.34756316501272	2.88305519840304	0.025400486698575	0.0528392840581468	-4.44375672000477
YER183C	-1.08077972484646	8.40174638737733	-2.88155507677406	0.025452884105621	0.0529193178910481	-4.44593735322328
YKR039W	0.775109265408153	8.331199435771	2.881504205394	0.0254546629974448	0.0529193178910481	-4.44601130429519
YGR096W	0.870064565682006	6.25614551377201	2.88098303919683	0.0254728949853187	0.0529408918288769	-4.44676892641198
YCR003W	-0.438379850457299	9.04448383170144	-2.87652406214814	0.0256294533343861	0.0532474730092403	-4.45325167090359
YDR438W	1.1164462091422	5.8683015165077	2.87633230039128	0.0256362091861995	0.0532474730092403	-4.45353049456105
YHR199C	1.13615645815863	10.4711957636937	2.87558097908997	0.0256626968434336	0.0532860679989963	-4.45462294613742
YMR012W	-0.756899417607887	9.45486715728368	-2.87432032724455	0.0257072063182772	0.053362048224573	-4.45645606469869
YJR085C	0.676669720980811	12.0010155586145	2.87390098321698	0.025722030189959	0.0533763803818731	-4.45706585652797
YJR070C	-0.488887794749562	11.0596462430177	-2.87336398134271	0.0257410265741431	0.0533993595290012	-4.4578467573655
YNLWSIGMA3	0.636363229784349	10.1970156026862	2.87165807782555	0.0258014718817996	0.0535082832256399	-4.46032757872334
YLR334C	1.57942248364947	1.29129474486644	2.86917998119049	0.0258895476450151	0.0536744236011694	-4.46393168987633
YGR224W	-0.507018027708114	4.87829594241436	-2.86513911037673	0.0260338541413754	0.0539570039707474	-4.46980949410224
YHR204W	0.724855582462734	8.06081960957669	2.86006369442505	0.02621631990359	0.0543184740701496	-4.47719355335814
YJL036W	-0.514747688011689	7.09412576316529	-2.85864435143158	0.0262675896812331	0.0543911849882516	-4.47925878971647
YMR237W	-0.553935706766058	9.20611474770194	-2.85864373896562	0.0262676118278564	0.0543911849882516	-4.47925968092053
YOR298C-A	-0.484090005871133	10.3740869456434	-2.85842222850395	0.0262756228964017	0.0543911849882516	-4.47958200403044
YGL171W	-0.61460309366269	8.14244457126362	-2.85670276581233	0.0263378968389247	0.0545033542199425	-4.48208411980374
YIR031C	0.758123212051794	5.14933729527742	2.852955786217	0.0264741460444983	0.0547684912031672	-4.48753723721255
YBL070C	-0.533511142036171	3.79087721907455	-2.85190008219968	0.0265126692091427	0.0548313563883466	-4.48907379320103
YIL114C	-0.441139276882948	8.97603224640969	-2.85089532191623	0.0265493887868414	0.0548782961428958	-4.49053626297263
YPL177C	0.523766749395381	8.66563128445908	2.85072197327452	0.0265557293873846	0.0548782961428958	-4.49078858506661
YLR428C	-1.08243698598829	3.80139824846073	-2.85061091077497	0.0265597925842917	0.0548782961428958	-4.49095024589055
YNL150W	-0.466026297732983	6.17295881194652	-2.85032549276196	0.0265702375720439	0.0548830527844242	-4.49136569919408
YKL032C	1.00216246059618	9.48958754778734	2.84995200757494	0.0265839120121255	0.0548944751720973	-4.49190934998249
YHRCTY1-1	0.776976994233211	12.7965765591581	2.84960884032403	0.0265964830169137	0.0549036127209795	-4.49240887676831
YML100W-A	-0.446436298932582	5.45843397040795	-2.84667632016383	0.0267041661351873	0.0551090262557142	-4.49667784257947
YHR123W	-0.96504015016392	8.28671956497769	-2.84627879751521	0.0267187989420115	0.0551223461491147	-4.49725656812318
YOL035C	0.652293732493741	5.14482850885698	2.84575187278747	0.0267382081797249	0.0551313891447299	-4.49802369536486
YORWTY1-2	0.66132607136578	11.6772329046522	2.845252731744	0.0267566078335138	0.0551313891447299	-4.49875038845872
YDL199C	0.714031731531474	6.29468426808005	2.84499508408089	0.0267661106723966	0.0551313891447299	-4.49912550009182
YOL004W	0.62156246141494	7.85520667431978	2.84482868254266	0.026772249980369	0.0551313891447299	-4.49936776769499
SNR13	-0.773821071412598	10.0308062559129	-2.84458295726872	0.0267813186388382	0.0551313891447299	-4.49972552738803
YNL206C	-0.510457974479992	7.76414606256309	-2.84443187134528	0.0267868961889645	0.0551313891447299	-4.49994550020949
YML098W	-0.476851762902597	7.62445772744766	-2.84431097670712	0.0267913600746096	0.0551313891447299	-4.50012151713012
YHR086W	-0.645668519915636	9.15993090255366	-2.84425998745221	0.0267932430271703	0.0551313891447299	-4.50019575534736
YNL198C	-2.0981232214824	2.60666068288493	-2.84416368176858	0.0267967998276165	0.0551313891447299	-4.50033597279665
YKL162C-A	0.842233586232858	4.40596760744678	2.84371020062641	0.0268135547245893	0.0551490261958291	-4.50099623150127
YOR038C	-0.688457237797046	8.11118082866464	-2.84341238823462	0.026824564142361	0.0551548390236465	-4.50142984637132
YPR105C	0.639838085663449	7.50328130645186	2.8414955915187	0.0268955386678177	0.0552839068682804	-4.50422082537508
YJL151C	0.576273321940539	11.9627436595655	2.84104935762613	0.0269120903000088	0.0552876318596429	-4.5048706009859
YNL140C	0.538245362312492	8.0917998785926	2.84100444756297	0.0269137566960665	0.0552876318596429	-4.50493599661729
YCR050C	1.33910439490095	4.18470118406805	2.83967802702281	0.0269630232608017	0.0553719612363814	-4.50686751154056
YDR115W	0.588542417127755	10.1454446040151	2.83786709986486	0.0270304404353452	0.0554935024472209	-4.50950472103957
YBR030W	-0.487837502514675	6.63758561689745	-2.83622430941296	0.0270917532038375	0.0556024411065362	-4.51189723902938
YPL005W	0.616058275615992	6.0975606594586	2.83591871054003	0.0271031751614762	0.0556068184197043	-4.51234232234319
YDR250C	-0.905179791965094	3.9531745118392	-2.83572583761698	0.0271103865470547	0.0556068184197043	-4.51262323094989
YNL124W	-0.412586440290685	9.67790710921197	-2.83489363201751	0.0271415255278684	0.05565375176691	-4.51383531596234
YHL004W	-0.868691738434349	7.91311431232238	-2.83137535435962	0.0272735909580458	0.0558929761399167	-4.51896002450603
YKR043C	-0.4839198716083	11.0290573895159	-2.83134383369523	0.0272747772291077	0.0558929761399167	-4.51900594051923
YDR462W	-0.46825338579721	8.17252371070989	-2.83069838936751	0.027299080397077	0.055904325544945	-4.51994616866537
YNL177C	-0.57044049694885	6.83374011874446	-2.83041740739389	0.0273096675082861	0.055904325544945	-4.52035548647679
YGLWDELTA6	0.986029034538713	5.27884090136459	2.83016174167893	0.0273193045192607	0.055904325544945	-4.520727928903
YNL022C	0.380671947952751	8.79178152977408	2.83015197814512	0.027319672615512	0.055904325544945	-4.52074215205655
YNL334C	1.19190540338452	8.53831143810554	2.83009588246033	0.0273217875882862	0.055904325544945	-4.52082387027055
YNR012W	-0.41856256598915	7.23339109672977	-2.82952209176737	0.027343431181919	0.0559316316133942	-4.52165975838635
YJL172W	-1.08409978705858	6.57888250381862	-2.82668429053788	0.0274507421989525	0.0561217474087452	-4.52579408613665
YCR099C	0.566460784119415	4.98808669613854	2.82662400101668	0.0274530268852571	0.0561217474087452	-4.52588192540412
YKL027W	-0.537789118928176	7.24274881775956	-2.82621652766448	0.0274684734851731	0.0561362981473823	-4.52647560200793
YHR088W	-0.750002779746251	8.32503231945044	-2.8258055561468	0.0274840620454396	0.0561511300958664	-4.52707438461859
YER104W	-0.79864797206938	6.74390039386607	-2.82518290514892	0.0275076977250478	0.0561823886869157	-4.52798160048084
YMR055C	-0.580094968505184	7.95642607727045	-2.82414568566738	0.0275471182705103	0.0562458579652345	-4.52949289887207
YOR256C	1.32908811121965	7.68219268218459	2.82328463403685	0.0275798889619394	0.0562928977612751	-4.53074755372814
YPR103W	-0.550136091379825	11.1648602322102	-2.82310159069548	0.0275868607278178	0.0562928977612751	-4.53101427492669
YNL178W	-0.392471674578671	13.8181479698762	-2.8226183893892	0.0276052739216932	0.0563134219831151	-4.53171837943896
YJL137C	-0.719421564086245	6.1115933816137	-2.81995148662798	0.0277071357890604	0.0565041135304892	-4.53560472837795
YGR024C	-1.01104973435255	8.820200827162	-2.81949276515695	0.0277246967653615	0.0565228240164961	-4.53627324001259
YKL161C	0.713398323166939	5.46819983395445	2.81743218316768	0.0278037267696292	0.0566668032740553	-4.53927634198821
YHR163W	-0.924887683044567	10.0899110727342	-2.81458194828861	0.0279134369742601	0.0568732059269991	-4.54343066386156
YLR176C	0.513159921046973	7.07796088015398	2.81432622612821	0.0279233025797778	0.0568761134444552	-4.54380340951524
YPL183C	0.417405090454519	9.20176360909426	2.81362554309461	0.0279503534754818	0.0569140128171443	-4.54482475673367
YJL001W	-0.562249401595498	10.6812677670142	-2.81329953118522	0.0279629491243184	0.0569224636357312	-4.54529997530728
YJR032W	-0.828396522676123	5.53051993703052	-2.8124803736968	0.0279946243194175	0.0569697366886697	-4.54649406348885
YNR017W	0.449366226844068	10.8778503101938	2.81131387240884	0.0280397963576985	0.0570444393150885	-4.54819453702114
YPR148C	0.441251702593824	9.17876528954003	2.81086022437426	0.028057384484071	0.0570629968082795	-4.54885586429225
YLR390W	0.668855981143604	9.62392636686898	2.81036149778658	0.028076733837975	0.0570717621882385	-4.54958291950893
YDR010C	0.634354136691586	4.31840119043018	2.81015953355085	0.0280845735774916	0.0570717621882385	-4.54987735139204
YDR019C	-0.491239783954571	9.86145579381684	-2.81009453353416	0.0280870972074758	0.0570717621882385	-4.54997211158259
YNL074C	0.6353822569104	6.3392577009476	2.80861100627546	0.0281447607296694	0.0571570908939345	-4.55213493017734
YCLCDELTA1	0.788106410081524	6.62943735191977	2.8085739355897	0.0281462032456079	0.0571570908939345	-4.55218897661238
YDR460W	-0.661758660542832	8.23382976761151	-2.80835995232924	0.0281545314195642	0.0571570908939345	-4.55250095045998
YLR237W	-0.51603958257563	9.67041504362069	-2.8070103081567	0.0282071195241644	0.0572466081279338	-4.55446870006377
YGL052W	0.628049082326831	5.3634576529557	2.80626456059478	0.0282362218463249	0.0572884212053672	-4.55555602324896
YPL101W	-0.442594850616326	8.30013110343505	-2.80588897794522	0.0282508907813868	0.0573009340555362	-4.55610364539701
YLR345W	0.42672879490094	9.39099200901292	2.80474738121626	0.0282955271897815	0.0573723357288161	-4.55776820714364
YGL147C	-1.31879633873034	9.53614491558535	-2.804553429151	0.0283031181451504	0.0573723357288161	-4.55805101527522
YPR053C	-0.476312179118296	6.29051984430036	-2.80417450699093	0.0283179547516735	0.057385151841936	-4.55860354022547
YBR011C	-0.538184163496654	12.6426819756926	-2.80295584569427	0.0283657271132445	0.0574524729041671	-4.56038058009067
YLR223C	0.439272250054037	8.65233837410657	2.80289221036682	0.028368224009654	0.0574524729041671	-4.56047337459572
YJL192C	-0.682810556932187	8.11210261615337	-2.80251449657143	0.0283830493862337	0.057465230658821	-4.56102416986159
YLR300W	-0.509795172205642	11.4369497510407	-2.80212271259514	0.0283984357064278	0.0574791161145115	-4.56159549048447
YNR036C	0.453339881228107	10.3892711192676	2.80036249703854	0.0284676729618625	0.0576019560981547	-4.56416242910296
YIL154C	0.636940093327558	10.1463681417886	2.79902211820502	0.0285205162220791	0.057691560425214	-4.56611722187582
YNL224C	-0.539143587884755	5.44272930107503	-2.79660887519134	0.0286159186750595	0.0578671742783982	-4.56963689668011
YDL010W	0.44913377289717	9.33595178232941	2.79614073685569	0.0286344646988921	0.0578873101591279	-4.57031970267235
YGL263W	-0.904108476433192	4.13533010725609	-2.79514779904162	0.0286738436708494	0.0579495371338905	-4.57176799453468
YLL008W	-0.414205753431611	7.56103934418007	-2.79441824494113	0.0287028136931584	0.0579906967301821	-4.57283214830658
YDR077W	0.955851989885609	12.487993801517	2.79365442751559	0.0287331775472068	0.0580346468888745	-4.57394630828395
YBR020W	1.3109668883985	4.97946992548338	2.79336311288931	0.028744767079983	0.0580406621087734	-4.57437124877233
YKL207W	-0.765827785298228	9.61575449939057	-2.79255812276496	0.0287768182337062	0.0580879769078106	-4.57554550938567
YOL146W	-0.782417550690343	7.96873744755078	-2.79166194540122	0.0288125446423294	0.058142679906976	-4.57685282510072
YJR136C	0.57415116121881	6.72514719533188	2.79086287815565	0.0288444393855726	0.0581896203109126	-4.57801851311545
YOR059C	1.43084369048018	7.6560177446231	2.78836864557163	0.0289442376079656	0.058373477402061	-4.5816573291419
YLR041W	-0.508505390126318	4.27276983785632	-2.78750566459023	0.0289788520350319	0.0584258039832829	-4.58291639623459
YFL054C	0.53353127773978	6.70465991166822	2.78677624975219	0.0290081433039032	0.0584673701759293	-4.58398062209248
YER005W	0.941688304312911	8.15036467319	2.7859681680056	0.0290406302643583	0.0585153506671973	-4.58515965423448
YOR143C	-0.687285872033867	6.17872346116689	-2.78423010771605	0.029110635497138	0.0586236843309213	-4.5876956793681
YDR071C	-1.28908544201518	9.74907997105652	-2.78400240124966	0.0291198202543793	0.0586236843309213	-4.58802793948606
YLR381W	-1.09881751333154	5.35618070760592	-2.78398582747766	0.0291204888931639	0.0586236843309213	-4.58805212336518
YDR073W	-0.827212810942237	7.42588833001924	-2.7820954427848	0.0291968599108771	0.0587598793070504	-4.59081059447903
YLR179C	0.565244763484838	11.0003878934579	2.78104474901231	0.0292393993982367	0.0588108655147568	-4.59234385296394
YFR012W	1.51580813986066	4.06310074246434	2.7810386764039	0.0292396454510312	0.0588108655147568	-4.59235271476513
YOR210W	-0.498160820250375	11.2627122913748	-2.77734209230689	0.0293898333304306	0.0590953092622621	-4.59774749147141
YEL063C	0.717974430070402	9.29262975910652	2.77648611985352	0.0294247269003336	0.0591155565326127	-4.59899678546668
YFLWDELTA3	0.952494408620199	9.50736597474024	2.77645772670611	0.0294258850939413	0.0591155565326127	-4.59903822592776
YOLWTAU1	1.32786737974221	4.01687298431707	2.77644962811212	0.029426215455032	0.0591155565326127	-4.59905004602157
YNL220W	-0.47524432255244	10.6572627672707	-2.77594650740145	0.0294467466633126	0.0591364332246893	-4.59978436889516
YOL113W	0.586741441719232	7.39212067264624	2.7757650501615	0.0294541552426235	0.0591364332246893	-4.60004921520828
YMR013C	0.822431683815929	6.0624078989877	2.77510603696131	0.0294810782030787	0.0591728609555541	-4.60101109231975
YNL101W	0.992114889093818	8.70029196090856	2.7741457029711	0.0295203578418187	0.0592340612842686	-4.60241280504454
YJL206C	1.11431640113487	7.23941557512463	2.77371287654891	0.0295380794551356	0.05925198081179	-4.6030445766806
YLR371W	0.391903444498448	8.37245962553589	2.7731495656297	0.0295611604955342	0.0592806372329368	-4.60386682199585
YLRCDELTA27	0.792053495530326	7.63932204323787	2.76947150979052	0.0297123351130256	0.0595660733675767	-4.60923591187046
YDRCDELTA5	0.727453880734471	8.61996624476189	2.76921130234988	0.0297230610676406	0.0595698577448402	-4.60961577658067
TE(UUC)K	-0.801857415201075	9.34003338359958	-2.7672030110398	0.0298059824903362	0.0597182883427069	-4.61254769117203
YDL194W	0.577236928799785	5.35463677794261	2.76695896975561	0.0298160755230161	0.0597207575111822	-4.61290398074807
YHR054C	-0.733769154380887	6.92169137132231	-2.7661269359099	0.0298505138999454	0.059771973762814	-4.61411873392938
YJR109C	0.892728654357505	8.37606226463641	2.76218547414942	0.0300142266290692	0.0600819386634768	-4.61987361384639
YHR006W	0.668512916849142	7.89125964642315	2.7584342340645	0.0301709213272813	0.0603776751026947	-4.62535139449513
YNR052C	-0.391884151895391	9.78644492946482	-2.75820533987322	0.0301805105548847	0.0603789377084959	-4.62568565923715
YBL059W	0.392755707994085	7.27338130643196	2.75636394876131	0.0302577707214136	0.0605021901734825	-4.62837481073937
YGR278W	-0.432796575272405	6.45531798536453	-2.7563091850437	0.0302600716728204	0.0605021901734825	-4.62845478945294
YPLWDELTA8	0.616342750265074	10.2371193958303	2.75436272879471	0.030341974317798	0.0606479557834989	-4.63129754171976
YNL059C	-0.454880683164055	6.82287161653766	-2.75409249168011	0.0303533638401956	0.0606527341485083	-4.63169222940962
YJR018W	-0.90467306873189	5.14428712764258	-2.75296953557968	0.0304007408827097	0.0607293993922535	-4.63333236691427
YLR016C	0.549460367453827	7.97903118534408	2.75268770888095	0.030412643310736	0.0607351750857365	-4.63374399837697
SNR71	-1.50755771963692	7.36032142155932	-2.75095792544022	0.030485805596204	0.0608620285725736	-4.6362705659718
YDL159W	-0.701825199001406	7.25024716972206	-2.75075916752217	0.0304942241082465	0.0608620285725736	-4.63656088521173
YKL155C	-0.581332163509852	5.74123834407119	-2.75027536106406	0.0305147263055909	0.0608849186795983	-4.6372675726007
YPR078C	-2.17139096015446	4.60876382691331	-2.74748292314197	0.0306333463889253	0.0611035083342281	-4.64134662936999
YDL152W	-1.71093561523717	3.45778922719608	-2.74503545150302	0.0307377137639248	0.0612935475647494	-4.64492204453397
YDL032W	-0.650934573883477	3.83641919117353	-2.74404156210125	0.030780203440365	0.0613480185137862	-4.64637404942773
YDR311W	-0.510560217168083	6.60871778698884	-2.74383839628051	0.0307888966085349	0.0613480185137862	-4.64667086590508
YDR426C	-0.892131785171944	4.11809429538364	-2.74375802498128	0.0307923362955695	0.0613480185137862	-4.64678828536637
YKR052C	-0.548608533740458	8.82657447636874	-2.74219690434078	0.0308592289590993	0.0614631215083716	-4.64906907682822
YKR068C	1.19039805475277	10.387809032534	2.74154610885072	0.0308871603503406	0.0615005792500135	-4.65001991607903
YMR082C	-1.36863646987581	2.695628169833	-2.74109085218172	0.030906715332497	0.0615213412111724	-4.65068507525098
YHR030C	0.758504339803096	9.19515395171937	2.73970060755433	0.0309665126288171	0.0616025391936309	-4.65271636385792
YLR058C	-0.521680791679989	10.3107771060053	-2.73950513156857	0.0309749302598603	0.0616025391936309	-4.6530019804031
YER040W	0.719265934983771	6.42121195935449	2.73943502558501	0.0309779497689767	0.0616025391936309	-4.65310441499243
YGL223C	0.713000975557295	7.17533571450542	2.73929303263141	0.0309840664490221	0.0616025391936309	-4.65331188704784
YPR136C	-1.28425910072263	4.23265139569568	-2.73833007873895	0.0310255816602649	0.0616514952218494	-4.65471892213187
YJL044C	0.679752219296074	6.58574736544192	2.73829757623423	0.0310269839454767	0.0616514952218494	-4.65476641432386
YHL024W	0.525932548730269	4.1059129534061	2.73771618540943	0.0310520787432393	0.0616831743971214	-4.65561594138948
YPL173W	-0.478777034144821	9.44233720273886	-2.73562888598357	0.0311423506158863	0.0618145528062968	-4.65866601030021
YNL168C	-1.01295463547019	8.67334059357882	-2.7355870717248	0.0311441618379222	0.0618145528062968	-4.65872711321038
YGL103W	-0.501626940760733	11.9462756279253	-2.73544518002194	0.0311503088341289	0.0618145528062968	-4.65893445916954
YNL163C	0.623393175650147	8.62168056295379	2.73533918717005	0.031154901466319	0.0618145528062968	-4.6590893467564
YDR171W	0.992916785946631	10.1326946520712	2.73295498817364	0.0312583973052276	0.0620016473917698	-4.66257349921466
YNLCTY1-1	0.607652025837686	11.3585843740429	2.7327093008203	0.031269082997662	0.0620045952939812	-4.66293254746915
YLR233C	1.33813274943568	4.370415022311	2.73063802060619	0.0313593229184841	0.0621652460207597	-4.66595961643364
YPR043W	-0.391831987586954	13.7711206345907	-2.72739085535702	0.0315013472514368	0.0624284270728268	-4.6707055147984
YFR026C	0.566952698329843	6.03160070719566	2.72649696507505	0.0315405633675865	0.0624877710457181	-4.67201205217324
YPLWDELTA11	1.85501008805378	3.79311967523717	2.72445466657531	0.0316303553136567	0.0626472509003956	-4.67499725189999
YOR246C	-0.404647810351669	9.99345371595521	-2.72334792376886	0.031679127298933	0.0627080506574371	-4.67661502838777
YHR104W	0.757438678435644	9.53015682110682	2.72333583180499	0.0316796606066133	0.0627080506574371	-4.67663270401712
YIL122W	-0.452374718008921	6.41431381781583	-2.71923701870202	0.0318609835297332	0.0630484524340581	-4.68262452554517
YLR292C	-0.865477036837858	8.42603237354313	-2.71825023080671	0.0319048004745219	0.0631166290573167	-4.68406714711031
YAL063C	0.876584438782153	7.72064661019478	2.70923632554026	0.032308008247279	0.0638955327425647	-4.69724652980051
YGR279C	0.473913295578201	13.056650305649	2.70584587132551	0.0324610583848017	0.0641793879476573	-4.70220450951655
YGL015C	0.964155959667468	4.57503866646354	2.70543304742945	0.0324797460619309	0.0641975039464558	-4.70280822331034
YER063W	-0.759416779057739	9.80176809836576	-2.70513082998323	0.032493434013978	0.0642057300657319	-4.70325018988307
YIL060W	-1.21405973509288	3.83813529126877	-2.70368026053851	0.0325592176030763	0.0643168600951742	-4.7053715639691
YER127W	-0.37262806644932	8.86120255494468	-2.70212489022291	0.0326299100932758	0.0644376191118309	-4.70764628221338
YGR055W	0.962158969111766	9.86156526087229	2.69927409574677	0.0327599011483423	0.0646727335906985	-4.7118157590129
YNL310C	-0.578177414981797	8.45223331505177	-2.69909341957875	0.0327681580433584	0.0646727335906985	-4.71208001900934
YLR401C	-0.382414858652398	7.54086675813714	-2.69794609944599	0.0328206417989551	0.0647530560117084	-4.71375813371674
YPL257W	0.88150261024362	4.91560112581838	2.6977838698496	0.032828070087835	0.0647530560117084	-4.71399542046444
YKR101W	1.71347985083367	4.44452049416653	2.69671946191971	0.0328768519990724	0.0648303049952451	-4.71555230868915
YGR010W	0.375475680892782	9.01633219534124	2.69607717577892	0.0329063250171658	0.064869444462035	-4.716491785604
YPL078C	-0.464910394040768	9.10982613488392	-2.69560155657305	0.0329281680364978	0.0648935241421039	-4.71718748609966
YML105C	-0.386021049384494	8.32611029703862	-2.69520589926639	0.0329463504235883	0.0649103776249592	-4.71776622981818
YHR161C	1.21362144835251	8.79367530027468	2.69438854651311	0.0329839453200162	0.064957567206361	-4.71896182021249
YNL205C	-0.793266027219124	3.70535663826109	-2.69426618096965	0.032989577529284	0.064957567206361	-4.71914081340002
YFL051C	0.818770546163707	4.0620740563186	2.69394571882984	0.0330043324841415	0.064967640462358	-4.71960957949105
YMR283C	-0.72972542142728	6.21574914346497	-2.69281254332703	0.0330565628325158	0.0650514550339143	-4.72126719390863
YML082W	0.600971516571714	7.55072147192948	2.69220943771506	0.0330843967255131	0.0650872253152242	-4.72214943623361
YBR077C	-0.503271605997517	8.86557158959868	-2.69192855044968	0.0330973683727462	0.0650937446257103	-4.72256033110209
YGR130C	0.772343187452562	6.36172300634587	2.69168685480255	0.0331085344059803	0.065096710004757	-4.7229138966527
YIL054W	0.64108255646444	4.10405912793919	2.68883608869554	0.033240536344535	0.065337187215563	-4.7270842905915
YIL153W	0.448564975114602	9.60931832122423	2.6878400367822	0.033286788273724	0.0654090241880174	-4.72854147731358
YPL203W	0.417713925960193	9.42271806055095	2.68666030823836	0.0333416570630973	0.0654977466060262	-4.73026741553569
YLR316C	-0.745079181129188	8.43534595028144	-2.68429238303625	0.0334520764486639	0.0656955114405578	-4.73373180869671
YMRWDELTA12	0.806791367050321	5.28146126414068	2.68296858285568	0.0335139748745289	0.0657978999866953	-4.73566866829959
YDR092W	-0.42154974516556	11.9372301226079	-2.68226727033586	0.0335468158469576	0.0658431970904176	-4.73669478385114
YPL117C	0.437811075158045	9.66699104940273	2.68172549231249	0.0335722093802966	0.0658738547956911	-4.73748748874459
YKL058W	-1.03330349450439	8.91173160286045	-2.68110788393509	0.0336011818503003	0.0659115150381328	-4.73839115573929
YGR115C	-0.889765730724993	1.8120667085141	-2.6801050093327	0.033648283593971	0.0659658176221621	-4.739858557218
