ID	Log2fc_(FLT)v(GC)	Stat_(FLT)v(GC)	P.value_(FLT)v(GC)	Adj.p.value_(FLT)v(GC)
AT5G60300	-0.131809382	-0.927930139	0.353443809	0.583471952
AT5G60310	-0.132981983	-0.385945847	0.699536775	0.841244861
AT5G60320	-0.257210584	-0.401236994	0.688245647	0.834264314
AT5G60335	0.510442681	0.695610788	0.486672608	0.693436932
AT5G60340	-0.054820822	-0.286916108	0.774176557	0.884116316
AT5G60350	-0.531195531	-0.830214385	0.406417584	0.631153133
AT5G60360	-0.446502547	-2.229819021	0.02575946	0.105583834
AT5G60370	0.117458177	0.702328607	0.482474257	0.689608871
AT5G60380	-0.859573209	-0.511585101	0.608941415	NA
AT5G60390	0.130997741	0.810854185	0.417449413	0.639870905
AT5G60400	0.602610777	2.426393425	0.015249729	0.072967829
AT5G60410	-0.313008575	-1.406207164	0.159662617	0.361238905
AT5G60430	-0.105177439	-0.404384339	0.685930115	0.832541951
AT5G60440	-0.166127473	-0.282574317	0.777503171	0.886088531
AT5G60450	0.681054171	4.655967912	3.22462158314871e-06	0.00011722
AT5G60460	0.063959101	0.392158621	0.694941016	0.838303172
AT5G60470	-0.824012572	-1.172476341	0.241005865	0.466249643
AT5G60480	-0.262373196	-0.414718959	0.678347652	0.827917224
AT5G60490	-0.275454341	-0.865928907	0.38652915	0.613578103
AT5G60500	-1.019487375	-0.66631973	0.505206757	NA
AT5G60510	0.161974624	0.115542877	0.908014837	NA
AT5G60520	-2.087591791	-4.05708055	4.96899482115747e-05	0.000997443
AT5G60530	-0.473277876	-1.434750697	0.151358152	0.349825889
AT5G60540	-0.015380116	-0.078350958	0.937548884	0.972494305
AT5G60550	-0.063733377	-0.444598822	0.656609699	0.814849487
AT5G60560	-0.926147891	-1.026955374	0.304441478	NA
AT5G60570	-0.36547538	-2.487726802	0.012856245	0.064414304
AT5G60580	-0.54295699	-3.36093967	0.000776778	0.008049772
AT5G60590	-0.001307752	-0.009172257	0.9926817	0.996724874
AT5G60600	0.47522666	2.919732472	0.00350332	0.024871754
AT5G60610	-0.565348993	-1.657549228	0.097408485	0.262414127
AT5G60620	0.052459881	0.418959474	0.67524575	0.825807405
AT5G60630	0.178400231	0.459934824	0.645563003	0.808256553
AT5G60640	0.172446024	1.611699503	0.107027346	0.279173826
AT5G60650	-0.341934046	-0.731891083	0.464235049	0.676336901
AT5G60660	-0.305528272	-0.876437118	0.380792447	0.608582557
AT5G60670	0.185672429	0.860048941	0.389762065	0.616716166
AT5G60680	-0.492042187	-2.53710381	0.01117738	0.058187907
AT5G60690	-0.46682697	-4.390547746	1.13065484478158e-05	0.000306939
AT5G60700	-0.415103961	-2.222475518	0.026251187	0.107014869
AT5G60710	-0.208849096	-0.714897065	0.474672651	0.684428833
AT5G60720	-0.768109569	-2.232492213	0.025582449	0.105024825
AT5G60730	0.358695635	0.95123091	0.341487171	0.571355558
AT5G60740	-1.535716738	-1.712073509	0.086883123	0.24318285
AT5G60750	0.000897894	0.00408051	0.996744233	0.998675908
AT5G60760	-0.138887199	-0.300925584	0.763471241	0.878455497
AT5G60770	-1.141395644	-1.409285326	0.158750816	0.360288767
AT5G60780	-1.026014731	-2.154838804	0.031174451	0.120417332
AT5G60790	0.059135931	0.319064849	0.749677338	0.870495272
AT5G60800	0.013421105	0.039053504	0.968847731	0.98726533
AT5G60805	-2.540287511	-1.155744544	0.247785662	NA
AT5G60810	-1.464362782	-1.101094594	0.27085549	NA
AT5G60820	-0.038415117	-0.245790586	0.805844345	0.90207801
AT5G60830	0.932935003	0.792670774	0.427969662	NA
AT5G60840	0.317786911	1.892876479	0.058374298	0.18657481
AT5G60850	-0.63842458	-1.950954174	0.051062497	0.170578014
AT5G60860	0.282424593	0.980554429	0.326812516	0.557690275
AT5G60870	0.476488254	1.922404991	0.054554818	0.178486548
AT5G60880	1.015391279	1.803315437	0.07133869	0.213740321
AT5G60890	0.024463405	0.092813985	0.926051341	0.967078932
AT5G60900	-0.55177572	-0.68461448	0.493587227	0.698710486
AT5G60910	-0.846705035	-0.600807759	0.547968036	NA
AT5G60920	0.207889256	1.437720396	0.150513404	0.348392631
AT5G60930	-0.392992599	-1.593468454	0.11105514	0.285965449
AT5G60940	0.445611419	2.76584816	0.005677496	0.035747484
AT5G60950	-0.842499271	-3.413860194	0.000640494	0.006995462
AT5G60960	0.149238943	1.153893267	0.24854393	0.474548587
AT5G60970	0.717975912	2.988075465	0.002807402	0.02104195
AT5G60980	-0.24347923	-1.195674744	0.231823511	0.455953071
AT5G60990	-0.157082774	-0.710847568	0.4771787	0.686213528
AT5G61000	0.86884902	3.27658478	0.001050708	0.010159897
AT5G61010	-0.889146099	-1.820258961	0.068719578	0.208653936
AT5G61020	-0.217403533	-0.936378781	0.349078199	0.578976567
AT5G61030	0.201016598	0.688367026	0.491221683	0.696718433
AT5G61040	-0.032017557	-0.204286009	0.838130003	0.919378307
AT5G61060	-0.432038376	-3.988070455	6.6612882703006e-05	0.001253842
AT5G61070	-0.294006306	-0.519221688	0.603606157	0.780377729
AT5G61090	-0.813497979	-1.228619733	0.219214413	0.44125483
AT5G61100	-1.182448855	-1.222492396	0.221521478	NA
AT5G61120	0.589363079	0.72242824	0.47003123	NA
AT5G61130	0.761389805	5.080765519	3.75916898835954e-07	2.05781332974552e-05
AT5G61140	-0.048431101	-0.316402183	0.75169726	0.871883376
AT5G61150	-0.322914526	-1.269151071	0.204387188	0.421175194
AT5G61160	-0.582836836	-0.291925241	NA	NA
AT5G61170	0.526310996	2.716889982	0.006589851	0.039873311
AT5G61180	-0.298123191	-0.444484764	0.656692142	0.814867069
AT5G61190	-0.079550633	-0.212551301	0.831676959	0.915732818
AT5G61200	-0.172182116	-0.765199578	0.444152711	0.660310314
AT5G61210	-0.298715005	-0.831543439	0.405666699	0.630492068
AT5G61220	0.396694019	1.833339203	0.066752143	0.204771704
AT5G61230	-0.183690279	-2.013145786	0.044099295	0.153814573
AT5G61240	0.622483681	4.149628421	3.33015416977702e-05	0.000740689
AT5G61250	-1.120821172	-3.44039638	0.000580863	0.006469015
AT5G61260	-0.867959994	-2.703968176	0.006851685	0.040872937
AT5G61270	-0.439448178	-0.805889732	0.420306432	0.642102822
AT5G61280	-1.69257604	-2.573475391	0.010068281	0.053885105
AT5G61290	-0.112396002	-0.277666449	0.781268418	0.888247557
AT5G61300	0.355847933	1.614414418	0.106437566	0.278170072
AT5G61310	1.530776641	5.212043406	1.86771832137929e-07	1.16470613721116e-05
AT5G61320	-0.485204271	-0.726216401	0.467706119	0.679055346
AT5G61330	0.191748272	0.916714354	0.359292343	0.588740411
AT5G61340	0.534791787	1.415742382	0.156850945	0.357268184
AT5G61350	-0.4161054	-1.177413875	0.239030354	0.464271264
AT5G61360	0.072541092	0.303134875	0.761787077	0.87753721
AT5G61370	0.186163935	0.791966539	0.428380187	0.647875255
AT5G61380	-0.543444294	-2.687727808	0.007194001	0.042318189
AT5G61390	0.207723526	0.887179755	0.37498213	0.603318139
AT5G61400	0.113308602	0.409693478	0.682030815	0.830347837
AT5G61410	0.418530012	3.088345963	0.00201274	0.016413038
AT5G61412	0.018802185	0.032222674	0.974294474	0.989263563
AT5G61420	-0.574425281	-1.506558803	0.131923784	0.320242783
AT5G61430	-1.008401817	-2.065097557	0.03891377	0.140491755
AT5G61440	-0.643943243	-2.443382273	0.014550316	0.070656043
AT5G61450	-0.119489027	-0.737637794	0.460734582	0.673641909
AT5G61455	0.792532952	1.614509421	0.106416975	0.278170072
AT5G61460	0.284216033	1.348076208	0.177633873	0.386229164
AT5G61470	-0.423548132	-0.486298503	0.62675554	NA
AT5G61480	0.269640746	1.360349081	0.173719484	0.379990954
AT5G61490	0.57071851	1.207014221	0.227426667	0.451881579
AT5G61500	-0.237893682	-1.627403428	0.103651444	0.273190307
AT5G61510	-0.101130127	-0.49212276	0.622632564	0.791689708
AT5G61520	1.005717096	3.54218176	0.000396832	0.004861384
AT5G61530	-0.779272826	-4.329485412	1.4945816989214e-05	0.000385066
AT5G61540	-0.053978467	-0.310857742	0.755908771	0.873863493
AT5G61550	-0.580945956	-2.130932365	0.033094715	0.125734661
AT5G61560	-0.185598984	-0.771595939	0.44035378	0.657081395
AT5G61570	0.392165987	1.49964682	0.133705913	0.322671005
AT5G61580	0.316256322	2.377959047	0.017408759	0.07986882
AT5G61590	-0.560483746	-3.505063279	0.000456499	0.005404806
AT5G61600	-0.716638826	-2.543553669	0.01097312	0.057471777
AT5G61605	-2.629433722	-0.734172494	0.462843615	NA
AT5G61610	-0.125568271	-0.183143872	0.854685133	0.92865795
AT5G61620	-0.034223411	-0.055868359	0.955446678	0.98130262
AT5G61630	-2.078451125	-1.379791906	0.167650725	NA
AT5G61640	-0.594483485	-2.709291791	0.006742701	0.040482307
AT5G61650	-0.15922055	-0.473469533	0.635878232	0.801479417
AT5G61660	-0.527640513	-0.540387679	0.588929703	0.770696903
AT5G61670	-0.120596345	-0.582129147	0.560479694	0.749184722
AT5G61680	0.243343756	0.241509883	0.809159957	NA
AT5G61690	-1.191096579	-1.016864022	0.309218121	NA
AT5G61700	-0.887692044	-0.905821221	0.365030487	NA
AT5G61710	-2.379999652	-1.531828544	0.12556475	NA
AT5G61720	-0.613367311	-0.659631969	0.509490034	NA
AT5G61730	-0.851168169	-1.600243692	0.109544533	0.283412045
AT5G61740	-1.125339406	-2.020340592	0.043348071	0.152064667
AT5G61750	0.259749482	0.187624305	0.851171172	NA
AT5G61760	0.064068847	0.475604102	0.634356453	0.800168232
AT5G61770	0.008391627	0.051223535	0.959147398	0.983107068
AT5G61780	0.101384569	0.729130704	0.465921715	0.677679909
AT5G61790	0.183754393	0.70649225	0.47988207	0.688237696
AT5G61800	0.275719541	0.793974637	0.427210197	0.647073257
AT5G61810	0.237756516	0.829831192	0.406634232	0.631363148
AT5G61820	-0.373671588	-1.549351092	0.121297344	0.303326323
AT5G61830	0.520026821	2.915088108	0.003555881	0.025145161
AT5G61840	0.067051334	0.456738568	0.647858966	0.80963395
AT5G61850	-0.286180945	-0.432392025	0.665456513	0.820009696
AT5G61865	0.178416275	0.47130009	0.637426452	0.802758692
AT5G61880	0.216974988	0.843864329	0.398745223	0.624468362
AT5G61890	-0.557224861	-0.88551499	0.375878939	0.604071736
AT5G61900	-0.171574443	-0.918666306	0.358270139	0.587603439
AT5G61910	-0.018484803	-0.072558608	0.942157366	0.974648588
AT5G61920	-0.010752564	-0.060109771	0.952068208	0.979230409
AT5G61930	-0.238338802	-0.922231928	0.356407613	0.585870353
AT5G61940	-0.57660032	-1.654452025	0.098035703	0.263366053
AT5G61950	-0.038133214	-0.106002512	0.915580359	0.961712811
AT5G61960	-0.083165572	-0.81932841	0.412599068	0.636118294
AT5G61970	0.237531817	1.894649937	0.058138794	0.186231454
AT5G61980	-0.161015996	-0.794279421	0.427032782	0.647015153
AT5G61990	0.210016721	1.334760982	0.181954587	0.392452473
AT5G62000	-0.264746198	-1.177039225	0.239179851	0.464438446
AT5G62020	-0.02743302	-0.102664665	0.918229119	0.963016745
AT5G62030	-0.102303936	-0.621265711	0.53442481	0.730286799
AT5G62040	-3.116805892	-1.911953393	0.055882172	NA
AT5G62050	-0.051210341	-0.254387059	0.799196548	0.898227424
AT5G62060	1.181934466	1.005414829	0.314697142	NA
AT5G62065	-1.170324723	-1.087682942	0.276735101	NA
AT5G62070	0.250375921	1.421946912	0.155041663	0.354787317
AT5G62080	0.531965153	0.639222271	0.522678346	NA
AT5G62090	-0.116447407	-0.673834401	0.500416601	0.703495145
AT5G62100	-0.114371491	-0.334242754	0.738196385	0.8637165
AT5G62110	-0.865721873	-0.715289191	0.474430366	NA
AT5G62130	-0.03723936	-0.21270701	0.831555499	0.915663512
AT5G62140	1.067800319	4.16497635	3.11384841520142e-05	0.000699263
AT5G62150	-0.911056487	-1.027423093	NA	NA
AT5G62160	-0.380312653	-0.42701309	0.669369793	NA
AT5G62165	-0.826251537	-0.94483289	0.344744197	0.574652787
AT5G62170	0.508352179	3.193555429	0.001405324	0.012647912
AT5G62180	0.052527321	0.274958041	0.783348475	0.889516853
AT5G62190	-0.472149011	-1.563852153	0.117852293	0.297452003
AT5G62200	0.279418218	1.363239809	0.172806945	0.378937096
AT5G62210	3.475590022	6.305926368	2.86475212625741e-10	5.69644942028878e-08
AT5G62220	1.024494525	4.307602022	1.65033981124996e-05	0.000418626
AT5G62230	1.231499403	3.795335707	0.000147444	0.002306846
AT5G62240	0.242527812	0.22324445	0.823345259	NA
AT5G62250	-1.452082843	-1.360774508	0.17358496	NA
AT5G62260	-1.048766271	-4.354342416	1.33466948884065e-05	0.000352853
AT5G62270	0.236989715	1.159226931	0.246363697	0.472619273
AT5G62280	-0.351768044	-1.655485586	0.097826038	0.262990845
AT5G62290	0.063642117	0.298778709	0.765108897	0.879068521
AT5G62300	0.21498651	1.418973308	0.155906798	0.355709685
AT5G62310	-0.677455188	-1.872217119	0.061176572	0.192986161
AT5G62320	-0.66990432	-0.610396944	0.541598892	NA
AT5G62330	0.191574266	0.35523704	0.722412018	0.854465102
AT5G62340	-1.39909057	-2.655752239	0.007913173	0.045277907
AT5G62350	0.243780073	1.183923058	0.236443522	0.461481421
AT5G62360	-0.291431588	-0.567956449	0.57006454	0.756218014
AT5G62370	0.365347006	1.927672847	0.053895831	0.177023117
AT5G62380	-0.171443511	-0.52495881	0.599611825	0.778291862
AT5G62390	-0.031820627	-0.161171811	0.871958082	0.93726228
AT5G62400	-1.901552996	-1.099019956	0.271759361	NA
AT5G62410	0.42706149	2.615315797	0.008914499	0.049368203
AT5G62420	-1.139546926	-1.240076493	0.214947103	NA
AT5G62430	-0.748750815	-1.877940684	0.06038928	0.191256561
AT5G62440	0.112690458	0.485714388	0.627169681	0.794982163
AT5G62460	-0.037194733	-0.247517195	0.804507986	0.901149653
AT5G62470	0.711657909	1.70648403	0.087917997	0.245113765
AT5G62480	-0.838093959	-2.630144811	0.00853485	0.047915853
AT5G62490	0.42625071	0.435168524	0.663440108	0.819169486
AT5G62500	0.315555854	1.792441137	0.07306233	0.217114406
AT5G62510	-0.569196934	-0.724012824	0.469057862	0.679660635
AT5G62520	0.788777777	1.623723465	0.104434841	0.274477697
AT5G62530	0.374903006	1.463204487	0.143411434	0.337050914
AT5G62540	0.010756057	0.061601777	0.950879962	0.978642881
AT5G62550	-0.19963446	-0.620634127	0.53484038	0.730437619
AT5G62560	-0.714440484	-3.120800785	0.0018036	0.015170193
AT5G62570	-0.203733571	-1.021100247	0.307206946	0.538190482
AT5G62575	0.019142275	0.102526213	0.918339007	0.963088577
AT5G62580	0.462552117	2.605912396	0.009162989	0.050253878
AT5G62600	-0.082098978	-0.877413835	0.380261901	0.608108489
AT5G62610	0.15288648	1.50372278	0.132652761	0.321290985
AT5G62620	-0.065827776	-0.381077457	0.703145774	0.843187796
AT5G62630	-0.475536872	-1.616898985	0.105900087	0.277232535
AT5G62640	-0.152481466	-0.90385444	0.36607259	0.594864763
AT5G62650	0.553493547	4.080160484	4.50046186447655e-05	0.000926545
AT5G62660	-0.627853155	-0.614259331	0.539043972	NA
AT5G62670	0.423604702	1.640578219	0.100884999	0.268177503
AT5G62680	-0.122687754	-0.74851551	0.454149273	0.668339733
AT5G62690	0.275178168	1.240719385	0.214709431	0.43512325
AT5G62700	0.49407518	2.564111364	0.010344035	0.054994052
AT5G62710	-0.327174546	-1.344144343	0.178901715	0.388155624
AT5G62720	-0.012973739	-0.049940778	0.960169581	0.983425499
AT5G62730	-0.574351737	-0.720947134	0.470942042	0.681202848
AT5G62740	-0.239356819	-1.079642195	0.280301544	0.511147156
AT5G62750	-0.812467555	-1.273420157	0.202868989	0.419113507
AT5G62760	-0.09536029	-0.742271202	0.457923036	0.671556949
AT5G62770	-1.175821737	-4.052070012	5.07664674373594e-05	0.001013804
AT5G62780	0.07762689	0.069656815	0.944466815	NA
AT5G62790	0.645947278	4.623155858	3.77945529464603e-06	0.000132423
AT5G62800	0.425575385	0.580261528	0.561738267	0.750212259
AT5G62810	0.348946818	2.266309131	0.023432463	0.098563776
AT5G62820	-1.002960551	-3.974395076	7.05583582148562e-05	0.001318506
AT5G62830	-2.745374356	-1.752899254	0.079619302	NA
AT5G62840	1.018692457	3.70801575	0.00020889	0.00301104
AT5G62850	-0.747481924	-0.776657068	0.437361122	NA
AT5G62860	-1.706469842	-0.65568502	0.512026809	NA
AT5G62865	-0.675801815	-2.573653911	0.010063088	0.053869705
AT5G62880	0.200405912	1.171914593	0.241231347	0.466482196
AT5G62890	0.298106032	2.421595657	0.015452534	0.073701553
AT5G62900	-0.312763029	-1.165639208	0.243760349	0.469266406
AT5G62910	-0.525208515	-2.819187252	0.004814542	0.031659222
AT5G62920	-0.717859416	-2.371049212	0.017737669	0.080978586
AT5G62930	-0.019471065	-0.125758207	0.899923325	0.95342155
AT5G62940	0.000508468	0.001710635	0.998635112	0.99966636
AT5G62950	-0.257748711	-1.943487038	0.05195734	0.172536043
AT5G62960	-0.192736383	-0.840433725	0.400665246	0.626359156
AT5G62970	-0.08672554	-0.066106336	0.947293167	NA
AT5G62980	0.122373032	0.425613108	0.670389787	0.822417339
AT5G62990	0.112111161	0.536828431	0.591386131	0.772370217
AT5G63000	0.400068718	3.076479246	0.002094609	0.016955837
AT5G63010	-0.310388885	-1.064069292	0.287297311	0.518257884
AT5G63020	0.076458486	0.287942998	0.773390373	0.883824225
AT5G63030	0.21740092	0.956729431	0.338703839	0.568904362
AT5G63040	0.446634483	2.317064033	0.020500244	0.08971749
AT5G63050	0.466415678	2.882462135	0.003945806	0.027191696
AT5G63060	1.201475843	3.565580432	0.000363052	0.004572433
AT5G63070	-0.808163252	-0.660128422	0.509171421	NA
AT5G63080	-0.172262366	-0.886965448	0.375097503	0.603318139
AT5G63085	-0.998714284	-0.47178938	0.637077132	NA
AT5G63087	1.554154131	1.455247782	0.145600677	NA
AT5G63090	-0.094189609	-0.269011901	0.787920524	0.892164608
AT5G63100	0.700317268	2.599605425	0.009333101	0.05104245
AT5G63110	0.057026156	0.439503794	0.660296533	0.817051951
AT5G63120	0.170103098	0.946567374	0.343859276	0.573921088
AT5G63130	0.763775671	2.651726201	0.008008145	0.045675287
AT5G63135	0.249915004	0.924764471	0.355088435	0.584817532
AT5G63140	0.838131909	3.419411133	0.000627568	0.006880479
AT5G63150	0.280914123	1.955631242	0.05050861	0.169171567
AT5G63160	-2.307723209	-7.83216951	4.79522412274686e-15	3.84692721433468e-12
AT5G63170	-0.868210131	-0.480153898	0.631117966	NA
AT5G63180	0.003376659	0.012349721	0.990146598	0.995895247
AT5G63190	-0.765070668	-2.931673448	0.00337141	0.024163852
AT5G63195	0.793138916	1.361693085	0.173294765	0.379597279
AT5G63200	-0.386848395	-1.914989592	0.055493831	0.180517894
AT5G63220	0.351104326	2.36196638	0.018178291	0.082334262
AT5G63240	-1.183614326	-1.458661486	0.144658301	NA
AT5G63250	-2.303752613	-2.422297258	0.015422729	NA
AT5G63260	-0.25068377	-1.301592359	0.193055773	0.406472901
AT5G63270	0.17868263	0.537236758	0.591104084	0.772309892
AT5G63280	-0.039190347	-0.242636824	0.808286752	0.903208035
AT5G63290	0.221911741	1.025051037	0.305339107	0.536493794
AT5G63300	-0.073200544	-0.217948291	0.8274694	0.913455544
AT5G63310	0.993349016	4.202568775	2.63903031360235e-05	0.000612745
AT5G63320	-0.011152939	-0.059578272	0.952491524	0.97944125
AT5G63340	2.094878564	1.06647657	0.286208265	NA
AT5G63350	0.873595978	2.327360332	0.019946095	0.088121136
AT5G63370	-0.134679009	-0.786609523	0.431510483	0.650288044
AT5G63380	0.459867368	2.414157835	0.015771629	0.074684905
AT5G63390	0.137354417	0.414825777	0.678269448	0.827917224
AT5G63400	0.35246315	2.85170678	0.004348519	0.029281708
AT5G63410	0.128713795	0.737197842	0.461002046	0.673905912
AT5G63420	0.709397449	3.107265141	0.00188827	0.015711943
AT5G63440	0.676015611	3.161044865	0.001572043	0.013713377
AT5G63450	0.016387113	0.037054433	0.970441605	0.987644074
AT5G63460	0.151940503	0.880637265	0.378514182	0.606608283
AT5G63470	-0.054470367	-0.408956705	0.682571434	0.830719001
AT5G63480	0.144025567	0.519923579	0.603116841	0.780201063
AT5G63490	-0.203851776	-0.733791328	0.463075927	0.675737873
AT5G63500	-0.070320341	-0.26002921	0.794841242	0.895668967
AT5G63510	0.266573179	1.736114197	0.082543645	0.23548472
AT5G63520	0.245975435	1.090198249	0.275625824	0.506151615
AT5G63530	0.508620829	1.51654134	0.129382525	0.316185342
AT5G63540	0.337037435	0.934590045	0.349999611	0.579967304
AT5G63550	0.231452087	1.363024352	0.172874836	0.379034309
AT5G63560	-1.866189188	-2.63688066	0.008367226	0.047260726
AT5G63570	0.613875436	4.196579203	2.70976726641444e-05	0.000625029
AT5G63580	-0.99311981	-1.240521522	0.214782559	0.435233536
AT5G63590	-1.236069359	-2.671130119	0.007559634	0.043793545
AT5G63595	-0.59697727	-1.708246546	0.087590605	0.244669055
AT5G63600	-1.111576549	-2.995713197	0.002738038	0.020695406
AT5G63610	-0.288047115	-1.613933005	0.106541959	0.278317838
AT5G63620	-0.572701806	-3.711073123	0.000206382	0.002992023
AT5G63625	-0.617105642	-0.976513733	0.328809946	0.559277205
AT5G63630	0.335168074	1.669867584	0.094945565	0.257619885
AT5G63640	-0.313080536	-3.394302594	0.000688036	0.007315888
AT5G63650	-0.151336026	-0.504970271	0.613579716	0.78664668
AT5G63660	0.484380016	0.985124356	0.324562991	0.55591239
AT5G63670	0.304100461	1.558999166	0.118996578	0.299260121
AT5G63680	0.046885428	0.145526829	0.884294935	0.944761281
AT5G63690	-0.228511898	-0.765011334	0.444264796	0.660350185
AT5G63700	0.338359278	1.922904202	0.054492082	0.17830637
AT5G63710	-1.090750436	-4.543696386	5.52762587213585e-06	0.00017787
AT5G63720	-1.448882435	-1.909019842	0.056259532	NA
AT5G63730	-2.049659479	-1.30127662	0.193163787	NA
AT5G63740	-0.738057541	-0.981609539	0.326292246	0.557274197
AT5G63750	-0.423002755	-0.796457231	0.425766325	0.645684998
AT5G63760	-0.288182825	-0.980250694	0.326962386	0.557779699
AT5G63770	0.107828557	0.6299399	0.528733906	0.726093129
AT5G63780	0.285695861	1.889197202	0.05886541	0.187680383
AT5G63790	-0.061404758	-0.203355152	0.838857451	0.919655935
AT5G63800	-0.139756929	-0.526368989	0.598631858	0.777722215
AT5G63810	0.596748684	2.712873368	0.006670259	0.04015099
AT5G63820	0.790341672	1.432833466	0.151905435	0.35051046
AT5G63830	-0.372060093	-2.176665727	0.029505517	0.116366479
AT5G63840	0.262179824	1.456282855	0.145314443	0.339943742
AT5G63850	-1.836181629	-5.445817913	5.15678692785555e-08	4.12277140469276e-06
AT5G63860	-0.189306744	-0.899273292	0.36850711	0.597069288
AT5G63870	0.375348956	2.664243766	0.007716163	0.044406812
AT5G63880	-0.059782647	-0.320762779	0.748390168	0.869564864
AT5G63890	0.672026869	5.264100822	1.40877128385835e-07	9.18069017337939e-06
AT5G63900	-0.961252503	-1.930243657	0.053576655	0.176277877
AT5G63905	-0.251164507	-0.98262414	0.325792459	0.556672604
AT5G63910	-0.382733171	-2.23240628	0.025588123	0.105029584
AT5G63920	0.953179086	3.392768914	0.0006919	0.007346896
AT5G63930	-0.831137524	-4.791011567	1.65942558927042e-06	6.99278496635366e-05
AT5G63940	0.006611185	0.039060417	0.96884222	0.98726533
AT5G63950	-0.530083217	-3.032897907	0.002422175	0.018929093
AT5G63960	0.264149119	1.373531597	0.169587145	0.374574914
AT5G63970	-0.40986206	-1.488123265	0.136718389	0.327363329
AT5G63980	0.678541011	2.411680981	0.015879169	0.07504141
AT5G63990	-0.233462691	-1.191080283	0.23362207	0.458174604
AT5G64000	-0.820903241	-1.16248518	0.245038441	0.471064232
AT5G64010	-0.201096496	-0.94127587	0.346563505	0.576490773
AT5G64020	0.151856863	0.937481164	0.348511109	0.578513212
AT5G64030	0.407772477	2.698241322	0.006970689	0.041423519
AT5G64040	0.834677732	2.308689671	0.020960808	0.091303725
AT5G64050	0.617839025	6.01170656	1.83580401104082e-09	2.77337534525096e-07
AT5G64060	0.652661104	1.987238365	0.046895988	0.160801056
AT5G64070	-0.484728929	-3.134960394	0.001718773	0.01463108
AT5G64080	0.792195369	1.939857392	0.052397023	0.173426768
AT5G64090	-0.050399254	-0.310742805	0.755996154	0.873863493
AT5G64100	-1.228615333	-4.518135914	6.23864353916697e-06	0.000193008
AT5G64110	-1.559315604	-3.279047736	0.00104158	0.010102724
AT5G64120	-1.225976403	-1.366932362	0.171646507	0.37733686
AT5G64130	0.053211146	0.432428923	0.6654297	0.820009696
AT5G64140	0.506732258	2.83299767	0.004611372	0.030626199
AT5G64150	0.290356981	1.376812626	0.168570186	0.373361137
AT5G64160	0.281546251	1.561240533	0.118467009	0.298315289
AT5G64170	-0.481649929	-1.790738037	0.073335343	0.217593005
AT5G64180	-0.279428637	-0.922136404	0.35645743	0.585910846
AT5G64190	-1.332329399	-3.971814583	7.13272288837865e-05	0.00132967
AT5G64200	-0.103522973	-0.649040413	0.516312255	0.716405362
AT5G64210	0.750393176	0.946498967	0.343894149	0.573938119
AT5G64220	-0.109117507	-0.681879736	0.495315	0.699932334
AT5G64230	-0.295648599	-1.103441511	0.269835478	0.498944715
AT5G64240	-1.366797149	-4.508765362	6.52059746813175e-06	0.000199642
AT5G64250	-0.576353132	-1.561167013	0.11848435	0.298326667
AT5G64260	-0.802206495	-3.105884765	0.001897106	0.01575167
AT5G64270	-0.451693938	-2.053340209	0.040039594	0.143443355
AT5G64280	-0.182542422	-1.551352136	0.120817319	0.302530936
AT5G64290	0.74840395	3.299840714	0.000967397	0.009569088
AT5G64300	0.672283909	2.85263207	0.004335879	0.029221966
AT5G64310	0.323383333	0.908880054	0.363413444	0.592586772
AT5G64320	-0.078082062	-0.311218699	0.755634369	0.873792614
AT5G64330	0.577005723	2.087028429	0.036885565	0.135588982
AT5G64340	-0.079335053	-0.520355221	0.602816014	0.780089527
AT5G64350	0.237489205	1.802458679	0.07147327	0.213978334
AT5G64360	-0.607618081	-2.645358249	0.008160447	0.0463621
AT5G64370	-0.252804499	-1.517908708	0.129037414	0.315806399
AT5G64380	0.384250432	2.144312893	0.032007824	0.122820722
AT5G64390	-0.256184481	-1.638672949	0.101281391	0.268954634
AT5G64400	0.328103556	1.634678841	0.10211639	0.270423534
AT5G64410	-0.064026216	-0.373621829	0.708685691	0.846601931
AT5G64420	-0.262769988	-1.052752416	0.292454479	0.523059152
AT5G64430	-0.424857607	-3.311565465	0.000927755	0.00925658
AT5G64440	-0.002847434	-0.015889934	0.987322201	0.99433631
AT5G64450	-0.657550481	-0.905264391	0.365325336	0.594190013
AT5G64460	0.43539504	2.939465692	0.003287787	0.023651935
AT5G64470	0.417395955	2.515802733	0.011876163	0.060804246
AT5G64480	0.416488522	1.840235877	0.065733615	0.202501662
AT5G64490	0.293883968	0.720468896	0.471236344	0.681543799
AT5G64500	-0.100557852	-0.751186373	0.4525405	0.667416628
AT5G64510	-0.386017862	-0.758863042	0.447934489	0.663855007
AT5G64520	0.389148152	1.712656895	0.08677568	0.242981788
AT5G64530	0.46153365	1.290806474	0.196770792	0.411517067
AT5G64540	-0.618701295	-0.889128318	0.373934121	0.602088541
AT5G64550	0.209077755	0.899881272	0.368183437	0.596927491
AT5G64560	0.340206561	2.383684478	0.017140291	0.078901637
AT5G64570	-0.630489839	-1.86173421	0.062640564	0.196242005
AT5G64572	-0.456093413	-2.184247722	0.02894405	0.114892224
AT5G64580	0.739717515	3.515776566	0.00043847	0.00524473
AT5G64590	-0.50586261	-0.340940275	0.733148545	NA
AT5G64600	0.149559661	0.960595892	0.336755395	0.566808568
