ID	Log2fc_(FLT)v(GC)	Stat_(FLT)v(GC)	P.value_(FLT)v(GC)	Adj.p.value_(FLT)v(GC)
AT1G14900	0.107226882	0.696000213	0.486428696	0.693259227
AT1G14910	-0.023879837	-0.131695291	0.89522531	0.950632929
AT1G14920	0.330176117	1.301581929	0.19305934	0.406472901
AT1G14930	0.746040938	0.759754136	0.447401563	0.663191931
AT1G14940	0.83091296	1.317046088	0.187823177	0.399570118
AT1G14950	1.150787114	1.0888898	0.276202485	0.506868082
AT1G14960	-0.921216926	-2.688418705	0.007179131	0.042241399
AT1G14970	0.505795714	2.078995791	0.037617737	0.137498297
AT1G14980	0.285743186	1.673673696	0.094194746	0.256278888
AT1G14990	0.245076652	1.082875126	0.278863854	0.509781535
AT1G15000	-1.212296842	-0.766676723	0.443273746	0.659505473
AT1G15002	1.211072594	3.764193453	0.000167087	0.00254477
AT1G15010	-0.371089157	-0.891507943	0.372656732	0.600794961
AT1G15015	-1.285943433	-0.888031206	0.374523966	NA
AT1G15020	-0.314497817	-3.215586944	0.001301781	0.011928288
AT1G15030	-0.242198829	-1.387507511	0.165287062	0.368863646
AT1G15040	-2.207101388	-5.607459537	2.05317992934324e-08	1.97385252298225e-06
AT1G15050	-1.286430547	-2.442008019	0.014605822	0.07077838
AT1G15060	-0.031399807	-0.227727423	0.819858152	0.909826687
AT1G15080	0.599694142	2.267973214	0.023330839	0.098303543
AT1G15100	0.01203845	0.049192309	0.96076604	0.983725989
AT1G15110	-0.20224905	-1.107232103	0.268193591	0.497094
AT1G15120	0.58809773	3.28373742	0.001024403	0.009980209
AT1G15125	0.062047833	0.055640079	NA	NA
AT1G15130	-0.366291773	-2.968088352	0.002996582	0.022082824
AT1G15140	0.788033657	3.337564232	0.000845162	0.008605116
AT1G15150	-0.904847811	-1.303822681	0.192294048	0.405706087
AT1G15160	-0.10409107	-0.240733842	0.809761408	0.903846533
AT1G15165	0.34310315	0.545530019	0.585389041	0.767750263
AT1G15170	-0.062040772	-0.223995491	0.822760812	0.911281862
AT1G15175	0.273902741	0.846308187	0.397380842	0.623293078
AT1G15180	0.073825501	0.269126758	0.78783214	0.892164608
AT1G15190	-0.345301434	-0.939385271	0.347532972	0.57738975
AT1G15200	0.003358166	0.013018744	0.989612838	0.995638696
AT1G15210	-0.252754145	-1.503959038	0.132591914	0.321227833
AT1G15215	0.180784833	0.857748058	0.391031597	0.61806849
AT1G15220	-0.136455067	-0.685213561	0.493209168	0.698260287
AT1G15230	-0.387756064	-1.270243815	0.203997795	0.42063459
AT1G15240	-0.189270878	-1.249458987	0.211497245	0.43099191
AT1G15250	0.120056107	0.583325758	0.559674026	0.748796147
AT1G15260	0.845127826	2.611787018	0.009007035	0.0496523
AT1G15270	0.357669386	1.998253875	0.045689143	0.157755702
AT1G15280	-0.372001293	-2.19503696	0.028160947	0.112709621
AT1G15290	0.47001275	2.214968345	0.026762237	0.108508793
AT1G15310	-0.059607647	-0.286983937	0.774124619	0.884116316
AT1G15320	-0.543708484	-0.635623654	0.525021748	NA
AT1G15330	0.558697926	0.822463135	0.41081336	0.634760081
AT1G15340	-0.281093347	-1.790022699	0.073450262	0.217758289
AT1G15350	-0.389822627	-1.757489821	0.078834355	0.228517478
AT1G15360	-1.970198759	-1.95503212	0.050579279	NA
AT1G15370	0.057281978	0.430079018	0.667138162	0.820607452
AT1G15380	-2.831900192	-7.890193738	3.01717776683031e-15	2.69979387481951e-12
AT1G15385	-0.772959098	-0.837369635	0.402384829	0.627948738
AT1G15390	0.285228599	1.422803802	0.154793039	0.354419846
AT1G15400	-0.838360314	-4.641219849	3.46358373916884e-06	0.000123696
AT1G15405	0.408232422	0.921037956	0.357030611	0.586397258
AT1G15410	0.149571205	1.116116301	0.264372356	0.492353211
AT1G15415	-0.982294174	-1.280272547	0.200449299	0.416082525
AT1G15420	-0.568254808	-1.85289985	0.063896715	0.19871101
AT1G15430	-0.140887804	-0.605374418	0.544930245	0.737918308
AT1G15440	0.008884393	0.037981894	0.969702118	0.9876005
AT1G15460	-0.682312115	-1.169198619	0.242323617	0.467849507
AT1G15470	0.166411908	0.873595353	0.382338658	0.610173472
AT1G15480	-0.028177817	-0.121389565	0.903382482	0.95541383
AT1G15490	0.008940496	0.066017183	0.947364145	0.976941575
AT1G15500	0.196550837	0.837525889	0.402297031	0.627939646
AT1G15510	0.452962065	2.006715378	0.044779978	0.155447058
AT1G15520	0.187626995	0.116679551	NA	NA
AT1G15530	-0.360576942	-1.125701391	0.260291935	0.487615095
AT1G15540	0.120688046	0.132494469	0.894593198	0.950318781
AT1G15550	1.072673955	3.620122685	0.000294463	0.003916918
AT1G15570	0.800293724	3.116476499	0.001830263	0.015344527
AT1G15580	2.778596019	6.90722359	4.94230663208222e-12	1.8251232348475e-09
AT1G15590	-0.91232451	-0.649773818	0.515838333	NA
AT1G15600	0.519382067	0.387670326	0.698260018	NA
AT1G15610	-1.166947664	-0.899243481	0.368522985	NA
AT1G15620	0.653434252	0.323368457	0.746416215	NA
AT1G15625	0.505070023	0.471251702	0.637461002	0.802758692
AT1G15630	-0.540533493	-0.852539412	0.393914774	0.62039177
AT1G15640	0.121958343	0.355213345	0.722429768	0.854465102
AT1G15660	0.064998535	0.367389676	0.713328372	0.849661303
AT1G15670	-0.68808336	-2.542410394	0.011009083	0.057595301
AT1G15680	-1.086062305	-1.22156094	0.221873707	0.445056876
AT1G15690	0.429350692	2.800857385	0.005096704	0.033038399
AT1G15700	-0.17028906	-0.141803838	0.887234952	0.946263729
AT1G15710	0.282669174	1.4032751	0.16053482	0.362711722
AT1G15720	-0.35139076	-1.39311521	0.163584954	0.366435968
AT1G15730	0.581506337	4.849484851	1.23782522363787e-06	5.53807765921828e-05
AT1G15740	-0.97243352	-4.358460399	1.30980616414685e-05	0.000347592
AT1G15750	-0.144692986	-0.993486035	0.320473152	0.551750751
AT1G15760	1.220757777	3.315197154	0.000915785	0.009183509
AT1G15770	-0.205996825	-0.277447531	0.781436489	NA
AT1G15772	-0.849412193	-0.941859422	0.346264618	NA
AT1G15780	-0.083892956	-0.464310855	0.642425048	0.806258017
AT1G15790	-0.417459608	-0.900950476	0.367614652	0.596537272
AT1G15800	-0.38404359	-1.959434759	0.050061893	0.168106449
AT1G15810	0.306337685	2.458253392	0.013961463	0.068641891
AT1G15820	0.781608577	1.605331954	0.108420771	0.281234333
AT1G15825	0.486459546	1.450888776	0.146810834	0.342233634
AT1G15830	-0.046626743	-0.134631337	0.892903363	0.949337206
AT1G15840	-0.474426849	-2.193840484	0.028246879	0.112992374
AT1G15860	-0.162412707	-0.93597468	0.349286224	0.579280297
AT1G15870	-0.343146032	-0.523436863	0.600670277	0.77919537
AT1G15880	-0.004205536	-0.017572239	0.985980104	0.99407404
AT1G15885	0.579188897	0.923747371	0.355617862	0.58515097
AT1G15890	-0.626577391	-1.005077455	0.314859555	0.54562808
AT1G15900	0.280940793	0.927625418	0.353601908	0.583650116
AT1G15910	-0.212288639	-0.865800292	0.386599689	0.613648206
AT1G15920	-0.245152792	-1.394552403	0.163150857	0.36588632
AT1G15930	-0.012432558	-0.055732367	0.955555015	0.981327245
AT1G15940	-0.021042145	-0.084579481	0.932595712	0.96969114
AT1G15950	-0.415149239	-2.854256541	0.004313768	0.029132022
AT1G15960	0.281756896	0.675874848	0.499120108	0.702822256
AT1G15970	0.334204837	1.765692262	0.077447492	0.225868822
AT1G15980	1.053635468	2.595302309	0.009450775	0.051492339
AT1G15990	-0.227323319	-0.263752944	0.791970296	0.894036049
AT1G16000	0.827891778	4.142249623	3.43915727787381e-05	0.000756257
AT1G16010	0.027533612	0.25297289	0.800289163	0.898457143
AT1G16020	0.360952403	1.905195261	0.056754694	0.18326134
AT1G16022	-1.143125522	-2.693768797	0.007064915	0.04175206
AT1G16025	0.92568701	0.513525934	0.607583475	NA
AT1G16030	0.366811067	0.968552866	0.33276833	0.562921195
AT1G16040	0.076915105	0.394529618	0.693190064	0.837639165
AT1G16060	-0.394272392	-1.218523515	0.223025095	0.446337963
AT1G16070	0.881269642	2.065504226	0.038875316	0.140396496
AT1G16080	0.421653132	1.73182648	0.083304462	0.236918871
AT1G16090	-0.573832018	-1.02221403	0.306679612	0.537631013
AT1G16110	-0.371124048	-1.213388818	0.224981199	0.44849583
AT1G16120	-1.315058439	-3.433672188	0.000595464	0.006596889
AT1G16130	-1.09269984	-3.657983588	0.000254207	0.003499487
AT1G16150	-1.641674772	-3.755273462	0.000173152	0.00260906
AT1G16160	-0.822369345	-2.361307583	0.01821062	0.082394022
AT1G16170	0.154407805	0.809630633	0.418152497	0.640484419
AT1G16180	-0.401330843	-2.185108289	0.028880908	0.114739466
AT1G16190	0.436580558	3.000050412	0.002699349	0.020496201
AT1G16210	-0.510578886	-2.16833341	0.030133328	0.11790239
AT1G16220	-0.354725159	-1.15465386	0.248232201	0.474334769
AT1G16225	-0.973966338	-1.180614074	0.23775607	NA
AT1G16230	-0.874486079	-0.830007716	0.406534421	NA
AT1G16240	-0.545062603	-3.372970864	0.000743618	0.007788121
AT1G16250	-0.506925364	-2.732999162	0.006276049	0.0384344
AT1G16260	0.440868843	0.803689267	0.421576454	0.64265979
AT1G16270	-0.006478381	-0.04660408	0.96282878	0.984494861
AT1G16280	0.245117463	1.928982587	0.053733024	0.176642476
AT1G16290	0.552410753	0.745509768	0.455963608	0.669958801
AT1G16300	0.1274506	0.369237995	0.711950338	0.848671651
AT1G16310	-1.162748179	-3.69842204	0.000216944	0.003094544
AT1G16320	-0.157835823	-0.934977648	0.349799819	0.579718819
AT1G16330	-0.269732594	-0.81306709	0.416179594	0.638796755
AT1G16340	0.320083588	1.358352098	0.174351986	0.380871857
AT1G16350	-0.200928549	-0.803597236	0.42162962	0.642679231
AT1G16360	0.456443626	0.825779386	0.40892925	0.633203611
AT1G16370	-0.279471346	-0.692310243	0.488742519	0.694920142
AT1G16380	-0.418346699	-0.537075988	0.591215126	0.772340946
AT1G16390	0.586203847	1.532061068	0.125507366	0.309773909
AT1G16400	-0.999857229	-1.917623454	0.055158774	0.179779893
AT1G16410	-0.426201908	-0.437013553	0.662101519	0.818518019
AT1G16420	-0.233948516	-0.318949377	0.749764901	0.870553497
AT1G16430	0.350298503	0.900851919	0.367667058	0.596580702
AT1G16440	-0.531471518	-1.342828735	0.179327437	0.388821709
AT1G16445	0.598743467	2.495281696	0.012585717	0.063488012
AT1G16460	-0.321621572	-1.709428765	0.087371556	0.2442561
AT1G16470	0.421238984	2.743430612	0.00608009	0.037580575
AT1G16480	0.016062105	0.062621495	0.950067913	0.978509479
AT1G16489	0.413819534	1.393227775	0.163550923	0.366400809
AT1G16490	0.168954746	0.551940107	0.580989388	0.764044888
AT1G16500	0.1796528	0.704967369	0.480830543	0.689079869
AT1G16510	-0.518369928	-1.539276278	0.123736863	0.307426112
AT1G16515	1.209477752	2.456640691	0.014024288	0.068877993
AT1G16520	0.307731716	1.325870311	0.184882658	0.396031217
AT1G16530	0.492560017	0.85910407	0.390283102	0.617304805
AT1G16540	-0.059124831	-0.226221677	0.821029012	0.910470893
AT1G16560	-0.151764834	-0.990068425	0.322140675	0.553761106
AT1G16570	0.13821849	0.908488791	0.363620033	0.592663278
AT1G16590	-0.034478391	-0.104607223	0.916687483	0.962018986
AT1G16610	-0.074082676	-0.705482111	0.480510261	0.688790586
AT1G16630	-0.556624813	-2.81946598	0.004810363	0.031640683
AT1G16635	0.863516148	2.397072262	0.016526664	0.077114489
AT1G16640	0.154533234	0.236333906	0.813173579	0.905580552
AT1G16650	0.300932004	1.263696202	0.206339089	0.423771089
AT1G16670	-0.539046863	-1.506917811	0.131831726	0.320197175
AT1G16680	-0.048885282	-0.302780061	0.762057479	0.877652353
AT1G16690	0.344712248	1.726819238	0.084200132	0.238618777
AT1G16700	0.353726867	1.750470674	0.08003713	0.230681843
AT1G16705	1.444241754	2.460200035	0.01388596	0.068342892
AT1G16710	-0.162522892	-1.213738352	0.224847654	0.448365533
AT1G16720	0.178884655	1.352185369	0.176316023	0.384009761
AT1G16730	0.363654584	0.354465243	0.722990247	0.854823809
AT1G16740	0.477768017	3.477311039	0.00050647	0.005838961
AT1G16750	0.724864952	4.100097457	4.12976188935884e-05	0.000870718
AT1G16760	-1.105548626	-1.368162995	0.171261062	0.376703092
AT1G16770	0.019125244	0.029276899	0.976643751	0.990480247
AT1G16780	0.61694991	2.893158257	0.003813891	0.026463356
AT1G16790	0.469348471	2.606126539	0.009157262	0.050234311
AT1G16800	-0.122706094	-0.83088616	0.406037943	0.63081621
AT1G16810	0.010927816	0.085232719	0.932076379	0.969442046
AT1G16820	0.267465593	0.965306797	0.334391168	0.56418961
AT1G16825	0.627195377	2.704873573	0.006833039	0.040822539
AT1G16830	0.073586765	0.238260297	0.811679213	0.904739215
AT1G16840	-0.064801081	-0.568665526	0.569583147	0.755941966
AT1G16850	0.139004317	0.316407373	0.751693321	0.871883376
AT1G16860	0.024097848	0.169710032	0.865238184	0.933200042
AT1G16870	0.411228283	2.811236873	0.004935144	0.032248953
AT1G16880	0.44473417	2.189067097	0.028591964	0.113966431
AT1G16890	-0.056723787	-0.333764831	0.738557023	0.86392122
AT1G16900	0.282845914	1.489378269	0.136387788	0.326715597
AT1G16905	-1.393855056	-3.811034081	0.000138387	0.002197656
AT1G16910	-1.619680672	-1.730499329	0.083541101	NA
AT1G16916	0.293560072	1.032106174	0.302022382	0.532952038
AT1G16920	0.31245824	1.832871925	0.06682162	0.20490378
AT1G16930	-0.239233448	-1.07282006	0.283351859	0.51449161
AT1G16940	-1.15753883	-0.998351407	0.318108988	NA
AT1G16960	0.492632841	1.178731363	0.238505163	0.463638253
AT1G16970	-0.260941592	-1.869040871	0.061617128	0.193955147
AT1G16980	0.09955712	0.038940965	0.968937456	NA
AT1G17010	0.146084383	0.240696245	0.809790549	0.903846533
AT1G17020	-0.626821886	-3.012333084	0.00259248	0.019885934
AT1G17030	-1.632245818	-2.352946083	0.018625335	0.083791007
AT1G17040	0.05917491	0.284925104	0.775701523	0.885117227
AT1G17050	0.29672713	1.927214094	0.053952954	0.17709022
AT1G17060	-0.556726813	-3.318169285	0.000906096	0.009117139
AT1G17070	0.102176465	0.523281087	0.600778661	0.779233737
AT1G17080	-0.159745511	-0.977881131	0.328133119	0.558889179
AT1G17090	0.5715118	1.271424134	0.203577801	0.419990915
AT1G17100	0.657280498	4.187356708	2.82222087466705e-05	0.000644347
AT1G17110	0.103739955	0.706190937	0.480069406	0.68836228
AT1G17120	-0.050085129	-0.363349728	0.71634365	0.851024743
AT1G17130	0.117278047	1.060636517	0.28885512	0.519442062
AT1G17140	0.141171141	0.838647641	0.401667068	0.627377264
AT1G17145	-0.236695914	-1.326536766	0.184661965	0.395770141
AT1G17147	-0.043685953	-0.07049159	0.943802394	0.975414806
AT1G17150	-0.789389344	-0.730650715	0.464992526	NA
AT1G17160	-0.003778182	-0.019733283	0.98425614	0.993536245
AT1G17170	-0.175455738	-0.208135429	0.835123224	0.917941123
AT1G17180	-0.039859029	-0.041478812	0.966914184	0.986534175
AT1G17190	0.030676477	0.152408987	0.878864369	0.941461127
AT1G17200	0.828947867	2.688837865	0.007170124	0.042209748
AT1G17210	-0.166077623	-1.249313001	0.211550615	0.431027673
AT1G17220	0.503790233	2.82500129	0.004728043	0.031222796
AT1G17230	-0.001609294	-0.009677859	0.992278307	0.996573798
AT1G17232	-0.158916747	-0.586760159	0.557364798	0.747233901
AT1G17235	0.34067455	0.515777785	0.60600962	0.78170295
AT1G17240	-0.246870408	-0.428651884	0.668176581	0.821059957
AT1G17250	-0.418979335	-0.775670103	0.437943797	0.655722565
AT1G17255	-0.143585392	-0.405706794	0.684958049	0.831938341
AT1G17260	-0.125333915	-0.275490429	0.782939478	0.889278278
AT1G17270	-0.092434071	-0.455875988	0.648479157	0.809893993
AT1G17280	-0.199863773	-1.58838068	0.112200284	0.288053365
AT1G17285	-1.353679001	-2.27960211	0.022631298	0.096290626
AT1G17290	-0.000570342	-0.001557745	0.9987571	0.999683428
AT1G17300	-0.114419311	-0.374360633	0.708136028	0.846162541
AT1G17310	-0.243065125	-0.427076418	0.669323669	0.821753432
AT1G17330	-0.258874317	-0.667383008	0.504527517	0.706502509
AT1G17340	-0.457549438	-3.262257005	0.001105289	0.010573415
AT1G17345	-1.096369247	-3.815599666	0.000135853	0.002170749
AT1G17350	0.240510266	1.038103618	0.299221817	0.529705949
AT1G17360	0.053815525	0.357992438	0.720348973	0.853566204
AT1G17370	-0.151054979	-1.084417917	0.278179543	0.50887302
AT1G17380	-0.134506426	-0.182027805	0.855560905	0.929250732
AT1G17400	-0.096058267	-0.290918041	0.771114003	0.882524955
AT1G17410	-0.184662936	-0.866997981	0.385943116	0.61342277
AT1G17420	0.222240595	0.349139158	0.72698484	0.857104267
AT1G17430	-0.119244184	-0.802117661	0.4224849	0.643259487
AT1G17440	-0.038217248	-0.254759511	0.798908849	0.898113979
AT1G17450	-0.025804197	-0.215554991	0.829334643	0.914564258
AT1G17455	0.352751498	1.576940257	0.114809272	0.292331702
AT1G17460	-0.040212132	-0.220227611	0.825693894	0.912799595
AT1G17470	0.136011693	0.959623621	0.337244676	0.567179352
AT1G17480	0.35588681	1.234135637	0.217152366	0.438469866
AT1G17490	0.395202374	1.928478949	0.05379558	0.176770497
AT1G17500	-0.241129414	-1.128753594	0.259001794	0.486216149
AT1G17510	0.484425955	1.740840187	0.081711596	0.233886154
AT1G17520	-0.413649945	-2.953722538	0.003139661	0.022854889
AT1G17530	-0.564653869	-1.824211757	0.068120065	0.207503345
AT1G17540	1.268266549	1.583406567	0.113328827	0.290050664
AT1G17550	0.067340657	0.420765919	0.67392602	0.824892467
AT1G17560	0.633822036	2.28370745	0.02238873	0.095625813
AT1G17580	-0.076424074	-0.550794857	0.58177431	0.764688098
AT1G17590	-0.686119662	-3.641818377	0.000270719	0.003668188
AT1G17600	0.255840609	0.791108041	0.428880947	0.648084908
AT1G17610	0.039676157	0.069275199	0.944770567	0.975781023
AT1G17615	-0.725758844	-0.683891007	0.494043993	NA
AT1G17620	0.121867207	0.634000964	0.526080193	0.723959286
AT1G17630	-0.092535726	-0.391911974	0.695123255	0.838378666
AT1G17640	-0.410190914	-1.32412571	0.185461298	0.396650332
AT1G17650	1.115443545	5.816692097	6.00235564584559e-09	7.01732683922601e-07
AT1G17665	-0.204042883	-0.831716963	0.405568723	0.630466147
AT1G17680	-0.391143343	-2.192154945	0.02836832	0.113341744
AT1G17690	-0.100302769	-0.489037779	0.624814951	0.793444304
AT1G17700	1.390083385	5.395208178	6.8444149423439e-08	5.22082995520101e-06
AT1G17710	0.836311076	1.670112666	0.094897075	0.257527171
AT1G17720	0.042766409	0.338099849	0.735287944	0.862004234
AT1G17730	0.18987859	1.189466996	0.234255951	0.458687243
AT1G17744	-1.019989779	-2.118880322	0.034100582	0.128561019
AT1G17745	-0.187999455	-0.569735825	0.568856888	0.755434414
AT1G17750	-0.65108429	-1.318406706	0.187367537	0.399075872
AT1G17760	0.082897931	0.569661281	0.568907456	0.755458445
AT1G17770	-1.434520614	-1.799076723	0.072006545	0.214966287
AT1G17780	-0.402433344	-2.355598228	0.018492907	0.083305979
AT1G17790	-0.16760515	-1.129710947	0.258598043	0.485780433
AT1G17810	-0.365629017	-0.354822674	0.722722441	0.854678356
AT1G17820	-0.090420015	-0.511064995	0.609305547	0.783652692
AT1G17830	0.451295666	1.189924698	0.23407599	0.458672569
AT1G17840	0.196115034	1.278110942	0.201210311	0.417252687
AT1G17850	0.746192401	3.46495933	0.000530312	0.006038309
AT1G17860	-0.775556139	-2.830056993	0.004653971	0.030859072
AT1G17870	0.23950514	0.880396888	0.378644342	0.606691502
AT1G17880	0.382280221	1.90275643	0.057072335	0.183827755
AT1G17890	0.269111821	1.690964303	0.090843621	0.249825674
AT1G17910	-0.287165875	-0.356362202	0.721569332	0.854229112
AT1G17920	1.201100336	4.190389071	2.78476533624428e-05	0.000636946
AT1G17930	-0.089070532	-0.348066425	0.727790299	0.857610223
AT1G17940	0.161545021	0.482418176	0.629508912	0.796385255
AT1G17950	-0.778207891	-0.934655476	0.349965879	0.579952716
AT1G17960	-0.7814653	-2.580716343	0.009859556	0.053036431
AT1G17970	-0.192374317	-0.790023639	0.429513963	0.648535979
AT1G17980	-0.225084928	-2.138724072	0.032458022	0.124077535
AT1G17990	-0.518378777	-1.346774291	0.178052937	0.386814976
AT1G18000	0.072000013	0.393763477	0.693755672	0.83773409
AT1G18010	1.556448058	2.24365935	0.024854327	0.102962238
AT1G18020	-0.300403546	-0.791579481	0.428605915	0.648077928
AT1G18030	-0.225064407	-1.314347224	0.188729382	0.400509812
AT1G18040	0.304492297	1.279565191	0.200698098	0.416561804
AT1G18050	-0.798520631	-0.73978957	0.459427689	NA
AT1G18060	0.699984856	2.89540451	0.003786702	0.026313509
AT1G18070	0.121113385	0.863741426	0.387729951	0.614687381
AT1G18075	0.593308552	0.807561049	0.419343317	0.641463029
AT1G18080	0.194220462	0.921121329	0.356987086	0.586367167
AT1G18090	0.804923087	3.146083005	0.00165473	0.014237168
AT1G18100	0.125503645	0.281473061	0.778347587	0.886529747
AT1G18140	-0.276624303	-0.628203065	0.529870923	0.726969522
AT1G18150	-0.110289468	-0.609045555	0.542494244	0.736183422
AT1G18160	-0.534720886	-3.035038978	0.002405046	0.018826849
AT1G18170	0.72967735	5.161565619	2.4489301706064e-07	1.44972927275211e-05
AT1G18180	-0.012480108	-0.031500393	0.974870478	0.989661975
AT1G18190	0.011030469	0.077788368	0.9379964	0.972698295
AT1G18193	-1.065883984	-0.946124029	0.344085329	0.57406344
AT1G18197	-1.433800754	-1.520065865	0.128494423	NA
AT1G18200	-1.092496599	-3.106757593	0.001891514	0.015733315
AT1G18210	0.0870435	0.364340109	0.715604053	0.850796988
AT1G18250	1.370370242	4.609089135	4.0443692698055e-06	0.00013981
AT1G18260	-0.284929856	-2.195887463	0.028099999	0.112533886
AT1G18265	0.03279628	0.093504468	0.9255028	0.966766462
AT1G18270	-1.008856893	-5.327307214	9.96794875405862e-08	6.98507011334861e-06
AT1G18280	-0.331708824	-1.189475682	0.234252535	0.458687243
AT1G18290	0.105506487	0.538566639	0.590185912	0.77139083
AT1G18300	-0.186236432	-0.42809492	0.668582015	0.821202962
AT1G18310	-0.828400206	-1.333807186	0.182267055	0.392633615
AT1G18320	0.168939411	0.377171164	0.706046408	0.845034104
AT1G18330	-0.677619504	-2.326561586	0.019988611	0.088275444
AT1G18335	0.188830542	1.047711855	0.294771384	0.525338028
AT1G18340	0.571246699	3.432419826	0.000598221	0.006621125
AT1G18350	-0.367633738	-0.57651752	0.564265431	0.751826084
AT1G18360	0.207618556	1.280784174	0.200269484	0.415931937
AT1G18370	-0.038286731	-0.148636683	0.881840326	0.943438572
AT1G18382	-0.958856942	-0.296673112	0.766716087	0.879864642
AT1G18390	-1.195554488	-2.395507829	0.01659736	0.077351277
AT1G18400	0.17066864	0.772235496	0.439974962	0.656934943
AT1G18410	-0.711224088	-1.381579361	0.167100895	0.371131486
AT1G18415	0.403924553	1.61029634	0.107333178	0.279662491
AT1G18420	-0.307371928	-1.04313692	0.296884883	0.527842361
AT1G18440	0.856572233	4.570797794	4.85870934997207e-06	0.000161023
AT1G18450	-0.115921011	-0.520019207	0.603050188	0.780201063
AT1G18460	-0.113085954	-0.614909748	0.538614325	0.73288468
AT1G18470	-0.577410036	-2.724812385	0.006433804	0.039153136
AT1G18480	-0.112457287	-0.530233105	0.595950321	0.77556168
AT1G18485	0.402973593	1.977788046	0.047952623	0.16317358
AT1G18490	0.211447275	1.409025961	0.158827492	0.360288767
AT1G18500	0.034874468	0.181147375	0.856251899	0.929440603
AT1G18510	-0.770853298	-0.877514154	0.380207435	NA
AT1G18520	-0.367292817	-0.339631366	0.734134154	NA
AT1G18540	0.313413942	2.045582624	0.040797452	0.14544173
AT1G18550	0.17245608	0.851052858	0.394739991	0.620980318
AT1G18560	0.049306736	0.277300573	0.78154932	0.8883329
AT1G18570	-0.112434566	-0.138525749	0.889824921	0.94731657
AT1G18580	0.194019807	1.471357285	0.141194519	0.333457566
AT1G18590	0.288676103	0.297507751	0.766078891	0.879618271
AT1G18600	0.441892974	2.685063911	0.007251594	0.042538661
AT1G18610	-0.234473963	-1.57441646	0.115391201	0.293236078
AT1G18620	0.119148333	0.730398713	0.465146505	0.676859734
AT1G18630	0.354514547	1.035427208	0.300469445	0.530904658
AT1G18640	0.513507222	3.00671377	0.002640883	0.020164143
AT1G18650	0.310627067	1.994450488	0.046102846	0.158786869
AT1G18660	0.130448912	1.159718435	0.246163462	0.472446209
AT1G18670	0.186368854	1.14897177	0.250567622	0.476613173
AT1G18680	0.448337148	2.342088852	0.019176149	0.085548055
AT1G18690	-0.11985014	-0.808628901	0.418728636	0.641155832
AT1G18700	-0.059666179	-0.419770861	0.674652854	0.825529829
AT1G18710	-0.312896592	-0.492497835	0.622367452	0.791612201
AT1G18720	-0.196558038	-1.336009554	0.181546151	0.392053506
AT1G18730	0.739393587	3.482906528	0.000496002	0.005756945
AT1G18735	0.680614833	1.317512443	0.187666913	0.39942098
AT1G18740	-0.00944707	-0.039151997	0.968769205	0.98726533
AT1G18745	-0.146391659	-0.580452494	0.561609514	0.750163323
AT1G18750	-0.054884967	-0.215518397	0.82936317	0.914564258
AT1G18760	-0.949914221	-0.424539439	0.671172449	NA
AT1G18773	-0.497816591	-1.646409265	0.099679527	0.266250768
AT1G18780	-1.193895501	-0.71396878	0.475246485	NA
AT1G18790	-0.589910578	-0.388199104	0.697868696	NA
AT1G18800	-0.120044726	-0.967397187	0.333345516	0.563384921
AT1G18810	0.467707953	1.215731583	0.224087189	0.44753957
AT1G18830	-0.433190209	-0.986990051	0.323647516	0.555019061
AT1G18835	0.279304141	0.832135339	0.405332557	0.630351734
AT1G18840	0.588075181	3.059000273	0.002220769	0.017736424
AT1G18850	-0.228713679	-1.153383644	0.248752952	0.474674986
AT1G18860	-1.461538531	-2.696089551	0.00701588	0.041575256
AT1G18870	0.982813642	2.361632655	0.018194661	0.082367457
AT1G18880	-1.857886401	-8.299080972	1.04919844521608e-16	1.35608899044179e-13
AT1G18890	-0.28457287	-1.049936624	0.293747252	0.524403761
AT1G18900	0.030462766	0.11991684	0.904549025	0.955822004
AT1G18910	-0.587681041	-3.49345885	0.000476806	0.005596823
AT1G18940	-0.701237686	-2.386207005	0.017023166	0.078564562
AT1G18950	-0.164260596	-1.095755801	0.273185656	0.503299357
AT1G18960	-1.234267127	-1.633925998	0.10227439	0.270638511
AT1G18970	-1.37414627	-1.370876109	0.17041358	0.375584686
AT1G18975	-2.93700786	-1.040645937	0.298039903	NA
AT1G18980	-0.596981912	-1.731720711	0.083323301	0.236918871
AT1G18990	-0.248310742	-0.658037525	0.510514019	0.711587601
AT1G19000	-0.639563175	-3.485284724	0.000491614	0.00572442
AT1G19010	0.206434203	1.227183774	0.219753526	0.442034047
AT1G19020	-0.113719916	-0.131922886	0.895045286	0.950571925
AT1G19025	0.356689474	1.671265938	0.094669161	0.257268781
AT1G19040	-0.436789277	-0.882687245	0.377405275	0.605582021
AT1G19050	-0.752019841	-3.454621225	0.000551066	0.006199497
AT1G19070	1.619975944	1.137210325	0.255450372	NA
AT1G19080	0.317763459	0.830660126	0.406165658	0.630937635
AT1G19090	-0.505655119	-0.624694419	0.532171637	0.728421082
AT1G19100	-0.078838342	-0.404114245	0.68612871	0.832724795
AT1G19110	-0.383930147	-2.949897106	0.003178798	0.023039441
AT1G19115	-0.59224768	-0.553812802	0.579706966	NA
AT1G19120	-0.007905911	-0.044212014	0.964735406	0.985404979
AT1G19130	0.217347191	0.841512661	0.400060795	0.625792671
AT1G19140	0.655787462	3.428110011	0.000607799	0.006704811
