"SYMBOL","log2FC","pVal","pAdj","sdSF","sdGC","sTat"
"ANAC001",-0.593411995697378,0.0242592606555546,0.101127342618075,146.1105,201.1474,-2.25299822863933
"ARV1",0.39632567609558,0.0841762181600242,0.238602890274207,17.2259,25.13863,1.72695236854771
"NGA3",0.318208542754691,0.219655894670433,0.441933537435413,43.49441,20.59612,1.22744363463307
"ASU1",-0.186835906971923,0.38956270199432,0.616542602850194,303.73715,70.38321,-0.860410677613205
"ATPPA1",-0.0421259164766811,0.744335492434141,0.867062148582029,89.6183,168.98609,-0.326117453313364
"LHY",0.439304421875642,0.00529110349284891,0.034014236739743,62.65147,113.55554,2.78875524636648
"UMAMIT28",-1.65240577580296,2.34485406606098e-07,1.39879563710022e-05,35.25028,30.26883,-5.16968778751701
"PDH-E1",0.286338674796963,0.129652771605163,0.31657973671223,152.4221,649.9964,1.51547257028054
"RPP1.1",-0.14259114821669,0.617210082120001,0.789051576795694,334.4046,2403.9081,-0.499808276777331
"IQD18",-0.00205347181489742,0.991444960786189,0.996283993291754,5.848687,23.924458,-0.0107223570447529
"KCS1",-0.387308093951219,0.0388320285685279,0.140341877386555,1302.2054,1085.4893,-2.06596241551819
"CIPK9",-0.182001840417684,0.395199112816196,0.621278962069654,210.3633,228.2057,-0.850226605058554
"GIF2",-0.274915673175024,0.0333431813988448,0.126484447292373,15.17523,89.73024,-2.12792645950249
"CYP78A8",-1.82408667386248,0.00134525784471956,0.0122303336293086,5.635234,6.532678,-3.20614584952923
"ATRAB-A3",0.689461224364333,0.000297248002991116,0.0039494430551618,11.378673,12.772328,3.61768661219965
"ATFKGP",0.355585273665543,0.03351755555936,0.126944523463567,100.6872,32.32227,2.12582833783556
"ATORM1",0.139488232489658,0.204539981089368,0.421340770324433,51.07491,16.58251,1.26872270626231
"BHLH013",-0.0316195775593572,0.906959684822101,0.957152055676397,164.52479,319.63782,-0.116874273957209
"CNX3",-0.182624543808317,0.297019818098295,0.527936898774301,34.455622,29.640528,-1.04284557831156
"REC1",0.682138474628724,0.0102134226293107,0.0545239278271945,1726.835,2124.583,2.56851861559043
"ACBK1",-0.831829170313026,0.217799867128728,0.439258021809374,21.67821,16.15506,-1.23239955485365
"PYL9",-0.0200557722048638,0.938513874703965,0.972845485254571,52.68679,55.72321,-0.077137860104817
"CENH3",0.19990206765012,0.500814890021119,0.703676720208856,27.390863,8.793216,0.673208129470809
"ETC1",0.997058594405252,5.66073775822295e-06,0.000180799767637161,50.891246,22.778876,4.53868031922499
"UGT72B3",1.00737492337756,0.000567441780604857,0.0063438409542393,31.17412,19.29285,3.44671741410947
"MOAT3",0.262561304401338,0.309589345109664,0.540232391193762,555.1945,277.305,1.01608408910248
"ATLEA14",-0.0486136464705513,0.846950272560017,0.924867312420032,210.489,269.9782,-0.193011103117297
"ACS2",-0.230808711075914,0.692380538959242,0.837059623887532,32.926,46.80875,-0.395626561984709
"AN",0.00524087059681451,0.977382308079421,0.990734865962429,262.95489,314.89868,0.0283508705183015
"ASG4",0.980623635292668,0.165341043267688,0.368926139246535,101.70821,11.67253,1.38733038051271
"BPS1",-0.339595087592992,0.120304186654053,0.301629387765134,606.0099,544.7841,-1.55349808397294
"ATMPK11",0.0243173012878698,0.976277079511313,0.990421349051569,1.52826,1.189288,0.0297366535769799
"ATFRO2",-0.55161280314289,0.173976333626157,0.380409718215465,90.72801,132.71686,-1.35953748178772
"ATFRO1",0.140363180527705,0.800159874807616,0.89845714284398,5.5520254,10.0458312,0.253140200446142
"CYP86A4",-0.116262622760101,0.535945980200004,0.731201360087728,92.747,113.24836,-0.618955036452423
"ATGPAT4",0.316870271723838,0.00185085735551013,0.0154840122985229,130.96699,60.23129,3.11317579557032
"PIP1;3",-0.646145042987389,0.0793257824019437,0.229455965135052,6262.773,7356.322,-1.75461150374431
"ATSPPL4",0.0699220757072554,0.664664216663689,0.819779217981314,80.32886,29.48036,0.43348258290894
"ATPUB54",-0.277241731894543,0.84841312911188,0.925692035900671,1.300283,3.078182,-0.191143549387116
"ATPRD3",0.00653507645618964,0.981742460568144,0.99241016505385,46.79034,10.04797,0.0228844295439345
"TRM33",0.107449867682476,0.890979181523451,0.948079611497505,6.905326,1.685966,0.137065298254041
"ATROPGEF2",0.295668639592262,0.364211221258436,0.593165842672559,8.369202,2.295295,0.907369899935701
"ANAC002",0.30629249919653,0.368212868776321,0.59692749132082,912.1603,632.0042,0.899825975264569
"BSK4",0.36200483570069,0.181661089374498,0.392096295341198,18.673421,14.730586,1.33565798103663
"ADF11",-0.309822181112962,0.473658259453902,0.683686524767033,55.48682,85.64764,-0.716539543631202
"ATTAD1",0.00878122985606164,0.970243308726746,0.987644074283213,4.189075,20.516913,0.0373031314117143
"PLIM2B",-0.605524018862005,6.15144654421941e-05,0.00117912675991915,61.8321,55.35088,-4.00692469406923
"ATKEA1",0.391316162180988,0.00814176336183906,0.0462785547552371,57.555933,106.977048,2.6461336834618
"PEX11C",-0.512988204278157,0.0320304204786325,0.122847860904396,29.93523,159.32264,-2.14403078150128
"PFC1",0.689088633321791,0.00494894985815515,0.0323028742186417,83.065214,5.559682,2.8103379850417
"ATGEN1",-0.26930360213043,0.421867837391355,0.642873861066999,4.904477,24.480919,-0.803184959612555
"ATSBT1.1",-0.0653134051287038,0.775681785618104,0.885117226694526,36.41219,98.71521,-0.284950865458632
"ATGET3A",0.205482192408627,0.192360940043582,0.405773621372194,128.69218,79.97594,1.30362656075881
"ARK2",0.299173570772072,0.0118808395621447,0.0608042461560529,95.92534,26.39373,2.5156639765955
"BIG3",-0.00374033130935033,0.97716978740119,0.990734865962429,621.1209,685.1231,-0.0286173337643524
"ATBBE1",-1.29787763599785,0.0605217762971238,0.191524203782656,9.725855,18.590508,-1.87697313284232
"GAE2",-0.173319784963931,0.405535227990003,0.630456203086362,209.77542,69.03185,-0.831776292467794
